mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
R,2007-10,ceh12,-1.41,-1.537,-24.482
R,2007-10,ceh15,-0.912,-0.94,-0.101
R,2007-11,nw1,-1.5,-1.579,-1.945
R,2007-11,nw2,-0.66,-0.859,-0.945
R,2007-11,nw3,-0.49,-0.704,-1.444
R,2007-11,nw4,0.0,-0.556,-0.706
R,2007-11,nw4b,-0.04,-0.591,-0.802
R,2007-11,nw5,-0.63,-0.707,-0.104
R,2007-11,nw6,-0.36,-0.574,-0.757
R,2007-11,nw7,-1.17,-1.134,-1.518
R,2007-11,nw9,-0.379,-0.51,0.261
R,2007-11,nw10,-1.13,-1.09,-1.146
R,2007-11,nw11,-0.76,-0.912,-1.238
R,2007-11,ceh1,-0.5,-0.761,-1.762
R,2007-11,ceh2,-1.25,-1.167,-2.43
R,2007-11,ceh4,-0.32,-0.512,-0.814
R,2007-11,ceh5,-0.13,-0.658,-1.141
R,2007-11,ceh6,-0.26,-0.591,-0.606
R,2007-11,ceh9,-0.61,-0.716,-2.362
R,2007-11,ceh10,-1.45,-1.449,-1.276
R,2007-11,ceh11,-0.49,-0.782,0.006
R,2007-11,ceh13,-1.38,-0.945,-3.882
R,2007-11,ceh14,-1.21,-1.186,-3.708
R,2007-11,ceh16,-0.47,-0.648,-0.207
R,2007-11,ceh17,-1.66,-1.597,-0.591
R,2007-11,ceh18,-0.57,-0.654,-0.101
R,2007-11,nw8,-1.21,-1.196,-1.458
R,2007-11,nw12,-1.26,-1.196,-3.167
R,2007-11,ceh3,-0.53,-0.648,-0.697
R,2007-11,ceh7,-0.58,-0.696,-0.301
R,2007-11,ceh8,-0.45,-0.669,-0.665
R,2007-11,ceh12,-1.31,-1.37,-24.365
R,2007-11,ceh15,-0.852,-0.841,0.025
R,2007-12,nw1,-1.27,-1.387,-1.826
R,2007-12,nw2,-0.45,-0.707,-0.807
R,2007-12,nw3,-0.35,-0.544,-1.271
R,2007-12,nw4,-0.04,-0.405,-0.565
R,2007-12,nw4b,-0.09,-0.438,-0.661
R,2007-12,nw5,-0.51,-0.565,-0.053
R,2007-12,nw6,-0.28,-0.439,-0.643
R,2007-12,nw7,-1.01,-0.967,-1.42
R,2007-12,nw9,-0.249,-0.442,0.417
R,2007-12,nw10,-0.98,-0.945,-0.99
R,2007-12,nw11,-0.55,-0.757,-1.074
R,2007-12,ceh1,-0.4,-0.615,-1.6
R,2007-12,ceh2,-1.07,-1.02,-2.268
R,2007-12,ceh4,-0.2,-0.38,-0.687
R,2007-12,ceh5,-0.09,-0.501,-1.028
R,2007-12,ceh6,-0.07,-0.44,-0.461
R,2007-12,ceh9,-0.51,-0.573,-2.311
R,2007-12,ceh10,-1.3,-1.24,-1.11
R,2007-12,ceh11,-0.38,-0.614,0.034
R,2007-12,ceh13,-0.98,-0.803,-3.742
R,2007-12,ceh14,-1.28,-1.039,-3.544
R,2007-12,ceh16,-0.39,-0.573,-0.045
R,2007-12,ceh17,-1.49,-1.479,-0.435
R,2007-12,ceh18,-0.45,-0.514,-0.007
R,2007-12,nw8,-1.05,-1.096,-1.382
R,2007-12,nw12,-1.26,-1.049,-2.996
R,2007-12,ceh3,-0.41,-0.573,-0.57
R,2007-12,ceh7,-0.37,-0.536,-0.189
R,2007-12,ceh8,-0.44,-0.511,-0.526
R,2007-12,ceh12,-1.08,-1.167,-24.209
R,2007-12,ceh15,-0.752,-0.701,0.187
R,2008-01,nw1,-0.97,-1.118,-1.626
R,2008-01,nw2,-0.15,-0.478,-0.589
R,2008-01,nw3,-0.01,-0.297,-1.012
R,2008-01,nw4,0.02,-0.166,-0.336
R,2008-01,nw4b,0.01,-0.197,-0.432
R,2008-01,nw5,-0.13,-0.343,0.083
R,2008-01,nw6,0.01,-0.225,-0.448
R,2008-01,nw7,-0.68,-0.723,-1.24
R,2008-01,nw9,-0.194,-0.317,0.65
R,2008-01,nw10,-0.58,-0.747,-0.757
R,2008-01,nw11,-0.24,-0.525,-0.833
R,2008-01,ceh1,0.24,-0.391,-1.361
R,2008-01,ceh2,-0.67,-0.821,-2.029
R,2008-01,ceh4,-0.05,-0.169,-0.47
R,2008-01,ceh5,-0.03,-0.241,-0.826
R,2008-01,ceh6,0.06,-0.186,-0.213
R,2008-01,ceh9,-0.18,-0.351,-2.175
R,2008-01,ceh10,-0.84,-0.948,-0.857
R,2008-01,ceh11,-0.14,-0.345,0.176
R,2008-01,ceh13,-0.64,-0.608,-3.549
R,2008-01,ceh14,-0.83,-0.84,-3.303
R,2008-01,ceh16,-0.12,-0.443,0.195
R,2008-01,ceh17,-1.2,-1.308,-0.202
R,2008-01,ceh18,-0.12,-0.296,0.169
R,2008-01,nw8,-0.71,-0.942,-1.25
R,2008-01,nw12,-0.81,-0.849,-2.749
R,2008-01,ceh3,-0.36,-0.443,-0.353
R,2008-01,ceh7,-0.05,-0.289,0.013
R,2008-01,ceh8,-0.15,-0.266,-0.299
R,2008-01,ceh12,-0.7,-0.879,-23.976
R,2008-01,ceh15,-0.222,-0.508,0.427
R,2008-02,nw1,-1.1,-1.184,-1.757
R,2008-02,nw2,-0.27,-0.58,-0.703
R,2008-02,nw3,-0.07,-0.42,-1.124
R,2008-02,nw4,0.01,-0.298,-0.476
R,2008-02,nw4b,0.01,-0.327,-0.572
R,2008-02,nw5,-0.23,-0.453,-0.109
R,2008-02,nw6,-0.03,-0.341,-0.584
R,2008-02,nw7,-0.78,-0.811,-1.39
R,2008-02,nw9,-0.139,-0.415,0.552
R,2008-02,nw10,-0.71,-0.774,-0.856
R,2008-02,nw11,-0.37,-0.625,-0.924
R,2008-02,ceh1,-0.13,-0.498,-1.454
R,2008-02,ceh2,-0.79,-0.847,-2.122
R,2008-02,ceh4,-0.13,-0.289,-0.622
R,2008-02,ceh5,-0.01,-0.414,-0.99
R,2008-02,ceh6,-0.01,-0.364,-0.395
R,2008-02,ceh9,-0.24,-0.461,-2.367
R,2008-02,ceh10,-1.05,-1.029,-0.975
R,2008-02,ceh11,-0.18,-0.508,-0.104
R,2008-02,ceh13,-0.71,-0.637,-3.581
R,2008-02,ceh14,-0.77,-0.865,-3.394
R,2008-02,ceh16,-0.25,-0.535,0.103
R,2008-02,ceh17,-1.37,-1.361,-0.3
R,2008-02,ceh18,-0.24,-0.409,0.016
R,2008-02,nw8,-0.87,-1.012,-1.34
R,2008-02,nw12,-0.69,-0.874,-2.835
R,2008-02,ceh3,-0.43,-0.535,-0.505
R,2008-02,ceh7,-0.14,-0.413,-0.153
R,2008-02,ceh8,-0.17,-0.391,-0.44
R,2008-02,ceh12,-0.93,-0.965,-24.075
R,2008-02,ceh15,-0.282,-0.539,0.335
R,2008-03,nw1,-1.08,-1.138,-1.772
R,2008-03,nw2,-0.26,-0.568,-0.701
R,2008-03,nw3,-0.11,-0.412,-1.106
R,2008-03,nw4,0.02,-0.298,-0.484
R,2008-03,nw4b,0.0,-0.325,-0.58
R,2008-03,nw5,-0.22,-0.448,-0.18
R,2008-03,nw6,-0.12,-0.343,-0.602
R,2008-03,nw7,-0.79,-0.786,-1.422
R,2008-03,nw9,-0.209,-0.434,0.568
R,2008-03,nw10,-0.64,-0.735,-0.841
R,2008-03,nw11,-0.34,-0.61,-0.901
R,2008-03,ceh1,-0.07,-0.491,-1.432
R,2008-03,ceh2,-0.79,-0.806,-2.1
R,2008-03,ceh4,-0.15,-0.294,-0.641
R,2008-03,ceh5,-0.05,-0.421,-1.021
R,2008-03,ceh6,-0.08,-0.375,-0.412
R,2008-03,ceh9,-0.26,-0.455,-2.438
R,2008-03,ceh10,-1.06,-0.982,-0.963
R,2008-03,ceh11,-0.22,-0.507,-0.208
R,2008-03,ceh13,-0.72,-0.6,-3.546
R,2008-03,ceh14,-0.64,-0.824,-3.371
R,2008-03,ceh16,-0.31,-0.549,0.124
R,2008-03,ceh17,-1.42,-1.339,-0.284
R,2008-03,ceh18,-0.29,-0.406,-0.02
R,2008-03,ceh19,-0.52,-0.988,0.697
R,2008-03,nw8,-0.85,-1.005,-1.353
R,2008-03,nw12,-0.56,-0.833,-2.807
R,2008-03,ceh3,-0.58,-0.549,-0.524
R,2008-03,ceh7,-0.09,-0.405,-0.184
R,2008-03,ceh8,-0.18,-0.385,-0.45
R,2008-03,ceh12,-0.99,-0.922,-24.06
R,2008-03,ceh15,-0.452,-0.504,0.356
R,2008-04,nw1,-1.13,-1.061,-1.753
R,2008-04,nw2,-0.31,-0.524,-0.668
R,2008-04,nw3,-0.19,-0.365,-1.049
R,2008-04,nw4,0.0,-0.258,-0.453
R,2008-04,nw4b,-0.04,-0.284,-0.549
R,2008-04,nw5,-0.35,-0.411,-0.216
R,2008-04,nw6,-0.26,-0.312,-0.588
R,2008-04,nw7,-0.77,-0.73,-1.42
R,2008-04,nw9,-0.289,-0.432,0.616
R,2008-04,nw10,-0.66,-0.69,-0.794
R,2008-04,nw11,-0.39,-0.564,-0.847
R,2008-04,ceh1,-0.21,-0.451,-1.38
R,2008-04,ceh2,-0.85,-0.76,-2.048
R,2008-04,ceh4,-0.22,-0.265,-0.619
R,2008-04,ceh5,-0.24,-0.368,-1.011
R,2008-04,ceh6,-0.12,-0.327,-0.367
R,2008-04,ceh9,-0.36,-0.418,-2.474
R,2008-04,ceh10,-1.2,-0.899,-0.911
R,2008-04,ceh11,-0.4,-0.447,-0.245
R,2008-04,ceh13,-0.78,-0.558,-3.507
R,2008-04,ceh14,-0.64,-0.778,-3.317
R,2008-04,ceh16,-0.41,-0.541,0.177
R,2008-04,ceh17,-1.52,-1.296,-0.236
R,2008-04,ceh18,-0.38,-0.371,-0.021
R,2008-04,ceh19,-0.61,-0.96,0.752
R,2008-04,nw8,-0.96,-0.976,-1.344
R,2008-04,nw12,-0.55,-0.787,-2.748
R,2008-04,ceh3,-0.66,-0.541,-0.502
R,2008-04,ceh7,-0.23,-0.359,-0.175
R,2008-04,ceh8,-0.24,-0.34,-0.419
R,2008-04,ceh12,-0.988,-0.842,-24.013
R,2008-04,ceh15,-0.592,-0.464,0.409
R,2008-05,nw1,-1.54,-1.272,-2.018
R,2008-05,nw2,-0.71,-0.765,-0.918
R,2008-05,nw3,-0.53,-0.623,-1.298
R,2008-05,nw4,-0.41,-0.523,-0.725
R,2008-05,nw4b,-0.45,-0.546,-0.821
R,2008-05,nw5,-0.57,-0.658,-0.531
R,2008-05,nw6,-0.47,-0.565,-0.856
R,2008-05,nw7,-1.07,-0.959,-1.7
R,2008-05,nw9,-0.429,-0.623,0.378
R,2008-05,nw10,-0.96,-0.902,-1.032
R,2008-05,nw11,-0.76,-0.802,-1.079
R,2008-05,ceh1,-0.59,-0.696,-1.613
R,2008-05,ceh2,-1.06,-0.971,-2.281
R,2008-05,ceh4,-0.45,-0.521,-0.901
R,2008-05,ceh5,-0.63,-0.618,-1.303
R,2008-05,ceh6,-0.41,-0.58,-0.625
R,2008-05,ceh9,-0.57,-0.665,-2.789
R,2008-05,ceh10,-1.43,-1.122,-1.165
R,2008-05,ceh11,-0.56,-0.69,-0.576
R,2008-05,ceh13,-0.86,-0.773,-3.723
R,2008-05,ceh14,-0.84,-0.988,-3.549
R,2008-05,ceh16,-0.56,-0.728,-0.056
R,2008-05,ceh17,-1.62,-1.448,-0.474
R,2008-05,ceh18,-0.55,-0.621,-0.304
R,2008-05,ceh19,-0.71,-1.128,0.522
R,2008-05,nw8,-1.09,-1.143,-1.529
R,2008-05,nw12,-0.75,-0.997,-2.975
R,2008-05,ceh3,-0.77,-0.728,-0.784
R,2008-05,ceh7,-0.51,-0.617,-0.467
R,2008-05,ceh8,-0.46,-0.599,-0.692
R,2008-05,ceh15,-0.752,-0.68,0.176
R,2008-06,nw1,-1.41,-1.148,-1.946
R,2008-06,nw2,-0.59,-0.67,-0.832
R,2008-06,nw3,-0.49,-0.507,-1.173
R,2008-06,nw4,-0.33,-0.413,-0.622
R,2008-06,nw4b,-0.37,-0.435,-0.718
R,2008-06,nw5,-0.54,-0.57,-0.507
R,2008-06,nw6,-0.43,-0.481,-0.787
R,2008-06,nw7,-1.04,-0.853,-1.642
R,2008-06,nw9,-0.419,-0.587,0.476
R,2008-06,nw10,-0.89,-0.886,-0.934
R,2008-06,nw11,-0.67,-0.705,-0.975
R,2008-06,ceh1,-0.47,-0.605,-1.511
R,2008-06,ceh2,-1.08,-0.953,-2.179
R,2008-06,ceh4,-0.38,-0.44,-0.806
R,2008-06,ceh5,-0.46,-0.435,-1.219
R,2008-06,ceh6,-0.35,-0.4,-0.449
R,2008-06,ceh9,-0.59,-0.576,-2.765
R,2008-06,ceh10,-1.37,-0.974,-1.045
R,2008-06,ceh11,-0.61,-0.5,-0.466
R,2008-06,ceh13,-0.9,-0.759,-3.711
R,2008-06,ceh14,-0.85,-0.97,-3.445
R,2008-06,ceh16,-0.55,-0.687,0.047
R,2008-06,ceh17,-1.65,-1.375,-0.376
R,2008-06,ceh18,-0.56,-0.534,-0.25
R,2008-06,ceh19,-0.75,-1.069,0.627
R,2008-06,nw8,-1.12,-1.084,-1.488
R,2008-06,nw12,-0.79,-0.979,-2.867
R,2008-06,ceh3,-0.71,-0.687,-0.689
R,2008-06,ceh7,-0.47,-0.501,-0.383
R,2008-06,ceh8,-0.47,-0.485,-0.59
R,2008-06,ceh15,-0.552,-0.667,0.279
R,2008-07,nw1,-1.73,-1.235,-2.081
R,2008-07,nw2,-0.91,-0.784,-0.954
R,2008-07,nw3,-0.65,-0.618,-1.277
R,2008-07,nw4,-0.37,-0.531,-0.745
R,2008-07,nw4b,-0.4,-0.551,-0.841
R,2008-07,nw5,-0.73,-0.689,-0.687
R,2008-07,nw6,-0.44,-0.606,-0.926
R,2008-07,nw7,-1.29,-0.956,-1.791
R,2008-07,nw9,-0.519,-0.692,0.365
R,2008-07,nw10,-1.17,-1.036,-1.046
R,2008-07,nw11,-0.97,-0.817,-1.08
R,2008-07,ceh1,-0.72,-0.723,-1.617
R,2008-07,ceh2,-1.29,-1.103,-2.285
R,2008-07,ceh4,-0.5,-0.567,-0.939
R,2008-07,ceh5,-0.68,-0.5,-1.36
R,2008-07,ceh6,-0.6,-0.469,-0.52
R,2008-07,ceh9,-0.65,-0.695,-2.945
R,2008-07,ceh10,-1.57,-1.055,-1.153
R,2008-07,ceh11,-0.74,-0.56,-0.599
R,2008-07,ceh13,-1.06,-0.912,-3.867
R,2008-07,ceh14,-1.08,-1.119,-3.55
R,2008-07,ceh16,-0.62,-0.787,-0.06
R,2008-07,ceh17,-1.77,-1.444,-0.487
R,2008-07,ceh18,-0.64,-0.656,-0.401
R,2008-07,ceh19,-0.85,-1.152,0.523
R,2008-07,nw8,-1.32,-1.166,-1.587
R,2008-07,nw12,-1.02,-1.128,-2.968
R,2008-07,ceh3,-0.77,-0.787,-0.822
R,2008-07,ceh7,-0.75,-0.613,-0.525
R,2008-07,ceh8,-0.59,-0.598,-0.715
R,2008-07,ceh15,-0.882,-0.822,0.172
R,2008-08,nw1,-1.65,-1.242,-2.135
R,2008-08,nw2,-0.83,-0.817,-0.996
R,2008-08,nw3,-0.62,-0.644,-1.295
R,2008-08,nw4,-0.43,-0.562,-0.783
R,2008-08,nw4b,-0.49,-0.582,-0.879
R,2008-08,nw5,-0.75,-0.728,-0.783
R,2008-08,nw6,-0.58,-0.649,-0.982
R,2008-08,nw7,-1.3,-0.98,-1.858
R,2008-08,nw9,-0.569,-0.741,0.335
R,2008-08,nw10,-1.16,-1.116,-1.077
R,2008-08,nw11,-0.89,-0.849,-1.106
R,2008-08,ceh1,-0.74,-0.76,-1.644
R,2008-08,ceh2,-1.32,-1.182,-2.312
R,2008-08,ceh4,-0.56,-0.613,-0.984
R,2008-08,ceh5,-0.55,-0.484,-1.414
R,2008-08,ceh6,-0.45,-0.455,-0.51
R,2008-08,ceh9,-0.77,-0.733,-3.041
R,2008-08,ceh10,-1.51,-1.053,-1.176
R,2008-08,ceh11,-0.69,-0.538,-0.644
R,2008-08,ceh13,-1.12,-0.994,-3.951
R,2008-08,ceh14,-1.18,-1.198,-3.576
R,2008-08,ceh16,-0.72,-0.832,-0.086
R,2008-08,ceh17,-1.78,-1.46,-0.517
R,2008-08,ceh18,-0.74,-0.697,-0.471
R,2008-08,ceh19,-0.85,-1.181,0.498
R,2008-08,nw8,-1.31,-1.194,-1.631
R,2008-08,nw12,-1.14,-1.206,-2.99
R,2008-08,ceh3,-0.73,-0.832,-0.867
R,2008-08,ceh7,-0.64,-0.639,-0.579
R,2008-08,ceh8,-0.68,-0.625,-0.754
R,2008-08,ceh15,-0.962,-0.906,0.146
R,2008-09,nw1,-1.71,-1.079,-2.015
R,2008-09,nw2,-0.89,-0.678,-0.864
R,2008-09,nw3,-0.63,-0.486,-1.13
R,2008-09,nw4,-0.27,-0.409,-0.636
R,2008-09,nw4b,-0.33,-0.427,-0.732
R,2008-09,nw5,-0.76,-0.594,-0.703
R,2008-09,nw6,-0.53,-0.52,-0.865
R,2008-09,nw7,-1.37,-0.832,-1.75
R,2008-09,nw9,-0.579,-0.671,0.476
R,2008-09,nw10,-1.23,-1.041,-0.935
R,2008-09,nw11,-0.98,-0.708,-0.96
R,2008-09,ceh1,-0.76,-0.624,-1.499
R,2008-09,ceh2,-1.38,-1.105,-2.167
R,2008-09,ceh4,-0.54,-0.485,-0.844
R,2008-09,ceh5,-0.54,-0.288,-1.282
R,2008-09,ceh6,-0.42,-0.262,-0.319
R,2008-09,ceh9,-0.76,-0.599,-2.961
R,2008-09,ceh10,-1.57,-0.869,-1.014
R,2008-09,ceh11,-0.64,-0.337,-0.504
R,2008-09,ceh13,-1.18,-0.921,-3.879
R,2008-09,ceh14,-1.3,-1.121,-3.43
R,2008-09,ceh16,-0.71,-0.758,0.059
R,2008-09,ceh17,-1.85,-1.357,-0.376
R,2008-09,ceh18,-0.72,-0.564,-0.365
R,2008-09,ceh19,-0.85,-1.091,0.646
R,2008-09,nw8,-1.37,-1.104,-1.555
R,2008-09,nw12,-1.28,-1.129,-2.84
R,2008-09,ceh3,-0.74,-0.758,-0.727
R,2008-09,ceh7,-0.73,-0.481,-0.448
R,2008-09,ceh8,-0.63,-0.468,-0.607
R,2008-09,ceh15,-1.002,-0.834,0.291
R,2008-10,nw1,-0.9,-1.313,-1.585
R,2008-10,nw2,-0.08,-0.54,-0.612
R,2008-10,nw3,-0.02,-0.249,-1.053
R,2008-10,nw4,0.02,-0.062,-0.215
R,2008-10,nw4b,0.02,-0.118,-0.311
R,2008-10,nw5,-0.04,-0.417,0.323
R,2008-10,nw6,0.0,-0.248,-0.406
R,2008-10,nw7,-0.78,-0.993,-1.249
R,2008-10,nw9,-0.019,-0.374,0.579
R,2008-10,nw10,-0.6,-0.979,-0.829
R,2008-10,nw11,-0.2,-0.625,-0.922
R,2008-10,ceh1,-0.317,-0.417,-1.445
R,2008-10,ceh2,-0.86,-1.126,-2.113
R,2008-10,ceh4,-0.07,-0.229,-0.407
R,2008-10,ceh5,0.15,-0.115,-0.686
R,2008-10,ceh6,0.29,-0.024,-0.032
R,2008-10,ceh9,-0.25,-0.427,-1.935
R,2008-10,ceh10,-0.88,-1.128,-0.905
R,2008-10,ceh11,-0.11,-0.243,0.653
R,2008-10,ceh13,-0.82,-0.929,-3.653
R,2008-10,ceh14,-0.88,-1.047,-3.392
R,2008-10,ceh16,-0.26,-0.509,0.076
R,2008-10,ceh17,-1.614,-1.588,-0.273
R,2008-10,ceh18,-0.45,-0.399,0.252
R,2008-10,ceh19,-0.555,-0.633,0.671
R,2008-10,nw8,-0.85,-1.13,-1.278
R,2008-10,nw12,-0.88,-1.028,-2.861
R,2008-10,ceh3,-0.46,-0.528,-0.29
R,2008-10,ceh7,0.03,-0.342,0.115
R,2008-10,ceh8,-0.18,-0.296,-0.27
R,2008-10,ceh15,-0.592,-0.755,0.308
R,2008-11,nw1,-0.94,-1.206,-1.557
R,2008-11,nw2,-0.13,-0.477,-0.563
R,2008-11,nw3,0.0,-0.194,-0.981
R,2008-11,nw4,0.02,-0.019,-0.182
R,2008-11,nw4b,0.01,-0.071,-0.278
R,2008-11,nw5,-0.01,-0.361,0.279
R,2008-11,nw6,0.02,-0.201,-0.382
R,2008-11,nw7,-0.71,-0.904,-1.236
R,2008-11,nw9,-0.149,-0.36,0.647
R,2008-11,nw10,-0.55,-0.895,-0.762
R,2008-11,nw11,-0.21,-0.557,-0.846
R,2008-11,ceh1,0.14,-0.361,-1.372
R,2008-11,ceh2,-0.77,-1.039,-2.04
R,2008-11,ceh4,-0.07,-0.183,-0.382
R,2008-11,ceh5,0.15,-0.085,-0.678
R,2008-11,ceh6,0.16,-0.002,-0.017
R,2008-11,ceh9,-0.14,-0.37,-1.979
R,2008-11,ceh10,-0.39,-1.017,-0.839
R,2008-11,ceh11,-0.13,-0.202,0.545
R,2008-11,ceh13,-0.68,-0.846,-3.576
R,2008-11,ceh14,-0.71,-0.962,-3.316
R,2008-11,ceh16,-0.25,-0.488,0.152
R,2008-11,ceh17,-1.37,-1.519,-0.205
R,2008-11,ceh18,-0.17,-0.344,0.256
R,2008-11,ceh19,-0.25,-0.607,0.748
R,2008-11,ceh20,-0.61,-1.313,-1.407
R,2008-11,nw8,-0.76,-1.081,-1.258
R,2008-11,nw12,-0.68,-0.943,-2.778
R,2008-11,ceh3,-0.56,-0.507,-0.265
R,2008-11,ceh7,0.01,-0.281,0.124
R,2008-11,ceh8,-0.14,-0.238,-0.232
R,2008-11,ceh15,-0.292,-0.675,0.384
R,2008-12,nw1,-1.0,-1.131,-1.555
R,2008-12,nw2,-0.16,-0.443,-0.542
R,2008-12,nw3,0.01,-0.174,-0.945
R,2008-12,nw4,0.03,-0.01,-0.182
R,2008-12,nw4b,0.03,-0.059,-0.278
R,2008-12,nw5,0.02,-0.334,0.213
R,2008-12,nw6,0.03,-0.183,-0.384
R,2008-12,nw7,-0.62,-0.846,-1.25
R,2008-12,nw9,-0.109,-0.362,0.685
R,2008-12,nw10,-0.46,-0.814,-0.724
R,2008-12,nw11,-0.22,-0.518,-0.8
R,2008-12,ceh1,0.24,-0.334,-1.327
R,2008-12,ceh2,-0.49,-0.956,-1.995
R,2008-12,ceh4,-0.07,-0.166,-0.389
R,2008-12,ceh5,0.1,-0.107,-0.703
R,2008-12,ceh6,-0.03,-0.032,-0.052
R,2008-12,ceh9,-0.11,-0.342,-2.045
R,2008-12,ceh10,-0.44,-0.944,-0.809
R,2008-12,ceh11,-0.06,-0.213,0.397
R,2008-12,ceh13,-0.49,-0.767,-3.503
R,2008-12,ceh14,-0.39,-0.88,-3.27
R,2008-12,ceh16,-0.16,-0.485,0.198
R,2008-12,ceh17,-1.29,-1.47,-0.167
R,2008-12,ceh18,-0.07,-0.317,0.235
R,2008-12,ceh19,-0.32,-0.598,0.796
R,2008-12,ceh20,-0.49,-1.225,-1.358
R,2008-12,nw8,-0.69,-1.052,-1.255
R,2008-12,nw12,-0.31,-0.861,-2.726
R,2008-12,ceh3,-0.49,-0.503,-0.272
R,2008-12,ceh7,0.01,-0.256,0.101
R,2008-12,ceh8,-0.08,-0.215,-0.228
R,2008-12,ceh15,-0.192,-0.598,0.43
R,2009-01,nw1,-0.76,-1.017,-1.511
R,2009-01,nw2,-0.01,-0.368,-0.479
R,2009-01,nw3,0.02,-0.107,-0.864
R,2009-01,nw4,0.03,0.046,-0.135
R,2009-01,nw4b,0.02,0.0,-0.231
R,2009-01,nw5,0.05,-0.265,0.194
R,2009-01,nw6,0.04,-0.123,-0.344
R,2009-01,nw7,-0.53,-0.748,-1.219
R,2009-01,nw9,0.021,-0.336,0.764
R,2009-01,nw10,-0.25,-0.706,-0.646
R,2009-01,nw11,-0.05,-0.439,-0.714
R,2009-01,ceh1,0.29,-0.265,-1.243
R,2009-01,ceh2,-0.37,-0.845,-1.911
R,2009-01,ceh4,-0.03,-0.107,-0.349
R,2009-01,ceh5,0.2,-0.072,-0.678
R,2009-01,ceh6,0.17,-0.003,-0.029
R,2009-01,ceh9,-0.11,-0.273,-2.064
R,2009-01,ceh10,-0.25,-0.828,-0.732
R,2009-01,ceh11,-0.08,-0.168,0.318
R,2009-01,ceh13,-0.41,-0.659,-3.401
R,2009-01,ceh14,-0.16,-0.771,-3.184
R,2009-01,ceh16,-0.11,-0.453,0.285
R,2009-01,ceh17,-1.24,-1.394,-0.088
R,2009-01,ceh18,-0.04,-0.249,0.257
R,2009-01,ceh19,-0.23,-0.561,0.884
R,2009-01,ceh20,-0.35,-1.109,-1.269
R,2009-01,nw8,-0.59,-0.994,-1.223
R,2009-01,nw12,-0.09,-0.752,-2.634
R,2009-01,ceh3,-0.51,-0.47,-0.232
R,2009-01,ceh7,-0.065,-0.184,0.128
R,2009-01,ceh8,-0.12,-0.146,-0.177
R,2009-01,ceh15,-0.072,-0.494,0.517
R,2009-02,nw1,-1.11,-1.17,-1.73
R,2009-02,nw2,-0.27,-0.558,-0.681
R,2009-02,nw3,-0.07,-0.335,-1.078
R,2009-02,nw4,0.02,-0.191,-0.38
R,2009-02,nw4b,-0.01,-0.234,-0.476
R,2009-02,nw5,-0.08,-0.461,-0.086
R,2009-02,nw6,0.0,-0.327,-0.567
R,2009-02,nw7,-0.7,-0.916,-1.451
R,2009-02,nw9,-0.229,-0.488,0.577
R,2009-02,nw10,-0.49,-0.784,-0.833
R,2009-02,nw11,-0.35,-0.626,-0.894
R,2009-02,ceh1,0.13,-0.461,-1.424
R,2009-02,ceh2,-0.58,-0.92,-2.092
R,2009-02,ceh4,-0.1,-0.312,-0.601
R,2009-02,ceh5,-0.11,-0.371,-0.945
R,2009-02,ceh6,-0.18,-0.308,-0.339
R,2009-02,ceh9,-0.13,-0.469,-2.344
R,2009-02,ceh10,-0.86,-1.009,-0.95
R,2009-02,ceh11,-0.22,-0.459,-0.085
R,2009-02,ceh13,-0.46,-0.738,-3.486
R,2009-02,ceh14,-0.26,-0.847,-3.364
R,2009-02,ceh16,-0.3,-0.6,0.105
R,2009-02,ceh17,-1.45,-1.498,-0.275
R,2009-02,ceh18,-0.23,-0.447,0.017
R,2009-02,ceh19,-0.45,-0.703,0.706
R,2009-02,ceh20,-0.56,-1.18,-1.446
R,2009-02,nw8,-0.8,-1.117,-1.37
R,2009-02,nw12,-0.16,-0.829,-2.808
R,2009-02,ceh3,-0.65,-0.616,-0.484
R,2009-02,ceh7,-0.14,-0.406,-0.137
R,2009-02,ceh8,-0.14,-0.37,-0.419
R,2009-02,ceh15,-0.222,-0.576,0.337
R,2009-03,nw1,-1.26,-1.28,-1.902
R,2009-03,nw2,-0.43,-0.703,-0.836
R,2009-03,nw3,-0.25,-0.504,-1.235
R,2009-03,nw4,-0.15,-0.37,-0.567
R,2009-03,nw4b,-0.19,-0.41,-0.663
R,2009-03,nw5,-0.25,-0.612,-0.314
R,2009-03,nw6,-0.23,-0.485,-0.742
R,2009-03,nw7,-0.84,-1.041,-1.636
R,2009-03,nw9,-0.339,-0.61,0.436
R,2009-03,nw10,-0.62,-0.856,-0.974
R,2009-03,nw11,-0.49,-0.766,-1.028
R,2009-03,ceh1,-0.22,-0.612,-1.561
R,2009-03,ceh2,-0.74,-0.99,-2.229
R,2009-03,ceh4,-0.33,-0.471,-0.793
R,2009-03,ceh5,-0.28,-0.576,-1.151
R,2009-03,ceh6,-0.32,-0.519,-0.556
R,2009-03,ceh9,-0.26,-0.619,-2.572
R,2009-03,ceh10,-1.13,-1.135,-1.112
R,2009-03,ceh11,-0.39,-0.657,-0.387
R,2009-03,ceh13,-0.6,-0.812,-3.566
R,2009-03,ceh14,-0.4,-0.919,-3.498
R,2009-03,ceh16,-0.43,-0.717,-0.029
R,2009-03,ceh17,-1.56,-1.575,-0.416
R,2009-03,ceh18,-0.39,-0.598,-0.174
R,2009-03,ceh19,-0.54,-0.816,0.572
