mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
C,2024-03,ceh41,0.07,-0.126,-0.938
C,2024-03,ceh42,0.35,-0.126,-0.858
C,2024-03,wmc3,-0.53,-0.126,-2.948
C,2024-03,wmc4,-0.02,-0.126,-0.888
C,2024-03,nw8b,-0.78,-0.126,-1.668
C,2024-03,ceh3,-0.82,-0.806,-0.382
C,2024-03,ceh22,-0.27,0.122,-0.129
C,2024-03,ceh37,0.42,0.122,-0.375
C,2024-03,p2,0.01,0.333,0.469
C,2024-03,pe,-0.31,0.122,-2.074
C,2024-03,pw,-0.21,-0.126,-0.663
C,2024-04,nw1,-0.94,-0.115,-1.765
C,2024-04,nw2,-0.1,-0.115,-0.426
C,2024-04,nw3,0.01,0.125,-0.418
C,2024-04,nw4,0.04,0.125,-0.182
C,2024-04,nw4b,0.04,0.125,-0.278
C,2024-04,nw5,0.07,-0.115,-1.117
C,2024-04,nw6,0.13,-0.115,-0.663
C,2024-04,nw7,-0.57,-0.115,-1.704
C,2024-04,nw9,-0.349,-0.793,1.084
C,2024-04,nw10,-0.14,-0.855,-0.335
C,2024-04,nw11,-0.14,-0.115,-0.274
C,2024-04,nw13,-0.19,-0.115,-0.877
C,2024-04,ceh1,0.28,-0.115,-0.832
C,2024-04,ceh2,-0.25,-0.858,-1.5
C,2024-04,ceh4,-0.18,-0.115,-0.496
C,2024-04,ceh5,0.05,0.313,-1.052
C,2024-04,ceh6,0.01,0.313,0.227
C,2024-04,ceh9,-0.08,-0.115,-3.375
C,2024-04,ceh10,-0.6,0.125,-0.357
C,2024-04,ceh11,-0.08,0.313,-0.478
C,2024-04,ceh13,-0.15,-0.853,-3.912
C,2024-04,ceh14,0.24,-0.855,-2.744
C,2024-04,ceh16,-0.33,-0.793,0.731
C,2024-04,ceh17,-1.61,-0.793,0.232
C,2024-04,ceh18,-0.27,-0.115,-0.359
C,2024-04,ceh19,-0.49,-0.793,1.35
C,2024-04,ceh20,-0.49,-0.858,-0.783
C,2024-04,ceh21,-0.57,-0.115,0.293
C,2024-04,ceh23,0.0,0.313,0.06
C,2024-04,ceh24,0.3,0.125,-0.16
C,2024-04,ceh25,-0.125,0.313,0.012
C,2024-04,ceh26,-0.005,0.313,-0.129
C,2024-04,ceh27,0.06,0.313,0.078
C,2024-04,ceh28,0.04,0.125,-0.17
C,2024-04,ceh30,-0.99,-0.865,-0.775
C,2024-04,ceh31,-1.18,-0.793,0.508
C,2024-04,ceh33,-0.99,-0.865,-0.935
C,2024-04,ceh34,0.03,-0.852,-2.427
C,2024-04,ceh36,-0.1,-0.115,-1.327
C,2024-04,ceh39,0.07,-0.115,-3.242
C,2024-04,ceh40,-0.14,-0.115,-0.58
C,2024-04,ceh41,0.06,-0.115,-0.927
C,2024-04,ceh42,0.28,-0.115,-0.847
C,2024-04,wmc3,-0.56,-0.115,-2.935
C,2024-04,wmc4,-0.16,-0.115,-0.877
C,2024-04,nw8b,-0.82,-0.115,-1.655
C,2024-04,ceh3,-0.89,-0.793,-0.379
C,2024-04,ceh22,-0.31,0.125,-0.125
C,2024-04,ceh37,0.35,0.125,-0.372
C,2024-04,p2,-0.2,0.313,0.448
C,2024-04,pe,-0.34,0.125,-2.094
C,2024-04,pw,-0.21,-0.115,-0.652
C,2024-05,nw1,-1.23,-0.308,-1.958
C,2024-05,nw2,-0.4,-0.308,-0.619
C,2024-05,nw3,-0.26,-0.085,-0.628
C,2024-05,nw4,-0.11,-0.085,-0.392
C,2024-05,nw4b,-0.18,-0.085,-0.488
C,2024-05,nw5,-0.15,-0.308,-1.31
C,2024-05,nw6,-0.19,-0.308,-0.856
C,2024-05,nw7,-0.82,-0.308,-1.896
C,2024-05,nw9,-0.559,-0.919,0.891
C,2024-05,nw10,-0.46,-1.007,-0.527
C,2024-05,nw11,-0.45,-0.308,-0.466
C,2024-05,nw13,-0.42,-0.308,-1.07
C,2024-05,ceh1,0.04,-0.308,-1.024
C,2024-05,ceh2,-0.57,-1.009,-1.692
C,2024-05,ceh4,-0.45,-0.308,-0.706
C,2024-05,ceh5,-0.31,0.087,-1.263
C,2024-05,ceh6,-0.29,0.087,0.001
C,2024-05,ceh9,-0.2,-0.308,-3.568
C,2024-05,ceh10,-1.0,-0.085,-0.568
C,2024-05,ceh11,-0.55,0.087,-0.704
C,2024-05,ceh13,-0.35,-1.005,-4.064
C,2024-05,ceh14,-0.1,-1.007,-2.936
C,2024-05,ceh16,-0.56,-0.919,0.538
C,2024-05,ceh17,-1.81,-0.919,0.039
C,2024-05,ceh18,-0.56,-0.308,-0.551
C,2024-05,ceh19,-0.69,-0.919,1.158
C,2024-05,ceh20,-0.69,-1.01,-0.975
C,2024-05,ceh21,-0.76,-0.308,0.101
C,2024-05,ceh23,-0.38,0.087,-0.166
C,2024-05,ceh24,0.15,-0.085,-0.37
C,2024-05,ceh25,-0.465,0.087,-0.214
C,2024-05,ceh26,-0.315,0.087,-0.355
C,2024-05,ceh27,-0.27,0.087,-0.148
C,2024-05,ceh28,-0.25,-0.085,-0.381
C,2024-05,ceh30,-1.19,-1.016,-0.967
C,2024-05,ceh31,-1.23,-0.919,0.315
C,2024-05,ceh33,-1.19,-1.017,-1.127
C,2024-05,ceh34,-0.22,-1.004,-2.579
C,2024-05,ceh36,-0.36,-0.308,-1.537
C,2024-05,ceh39,0.01,-0.308,-3.435
C,2024-05,ceh40,-0.23,-0.308,-0.772
C,2024-05,ceh41,-0.04,-0.308,-1.12
C,2024-05,ceh42,-0.15,-0.308,-1.04
C,2024-05,wmc3,-0.79,-0.308,-3.061
C,2024-05,wmc4,-0.47,-0.308,-1.07
C,2024-05,nw8b,-0.87,-0.308,-1.781
C,2024-05,ceh3,-1.04,-0.919,-0.589
C,2024-05,ceh22,-0.5,-0.085,-0.336
C,2024-05,ceh37,0.16,-0.085,-0.582
C,2024-05,p2,-0.37,0.087,0.222
C,2024-05,pe,-0.27,-0.085,-2.32
C,2024-05,pw,-0.377,-0.308,-0.845
C,2024-06,nw1,-1.54,-0.548,-2.198
C,2024-06,nw2,-0.68,-0.548,-0.859
C,2024-06,nw3,-0.57,-0.347,-0.89
C,2024-06,nw4,-0.36,-0.347,-0.654
C,2024-06,nw4b,-0.42,-0.347,-0.75
C,2024-06,nw5,-0.53,-0.548,-1.55
C,2024-06,nw6,-0.42,-0.548,-1.096
C,2024-06,nw7,-1.08,-0.548,-2.136
C,2024-06,nw9,-0.719,-1.08,0.651
C,2024-06,nw10,-0.75,-1.202,-0.767
C,2024-06,nw11,-0.66,-0.548,-0.706
C,2024-06,nw13,-0.73,-0.548,-1.31
C,2024-06,ceh1,-0.49,-0.548,-1.264
C,2024-06,ceh2,-0.86,-1.204,-1.932
C,2024-06,ceh4,-0.72,-0.548,-0.968
C,2024-06,ceh5,-0.61,-0.189,-1.525
C,2024-06,ceh6,-0.58,-0.189,-0.275
C,2024-06,ceh9,-0.47,-0.548,-3.808
C,2024-06,ceh10,-1.35,-0.347,-0.83
C,2024-06,ceh11,-0.64,-0.189,-0.98
C,2024-06,ceh13,-0.67,-1.2,-4.259
C,2024-06,ceh14,-0.53,-1.202,-3.176
C,2024-06,ceh16,-0.73,-1.08,0.298
C,2024-06,ceh17,-2.14,-1.08,-0.201
C,2024-06,ceh18,-0.72,-0.548,-0.792
C,2024-06,ceh19,-0.99,-1.08,0.918
C,2024-06,ceh20,-0.86,-1.205,-1.215
C,2024-06,ceh21,-1.05,-0.548,-0.139
C,2024-06,ceh23,-0.57,-0.189,-0.442
C,2024-06,ceh24,-0.35,-0.347,-0.632
C,2024-06,ceh25,-0.735,-0.189,-0.49
C,2024-06,ceh26,-0.595,-0.189,-0.631
C,2024-06,ceh27,-0.53,-0.189,-0.424
C,2024-06,ceh28,-0.54,-0.347,-0.643
C,2024-06,ceh30,-1.31,-1.211,-1.207
C,2024-06,ceh31,-1.41,-1.08,0.075
C,2024-06,ceh33,-1.48,-1.212,-1.367
C,2024-06,ceh34,-0.48,-1.199,-2.774
C,2024-06,ceh36,-0.53,-0.548,-1.799
C,2024-06,ceh39,-0.26,-0.548,-3.675
C,2024-06,ceh40,-0.4,-0.548,-1.012
C,2024-06,ceh41,-0.34,-0.548,-1.36
C,2024-06,ceh42,-0.38,-0.548,-1.28
C,2024-06,wmc3,-0.99,-0.548,-3.222
C,2024-06,wmc4,-0.77,-0.548,-1.31
C,2024-06,nw8b,-1.26,-0.548,-1.942
C,2024-06,ceh3,-1.13,-1.08,-0.851
C,2024-06,ceh22,-0.65,-0.347,-0.598
C,2024-06,ceh37,0.16,-0.347,-0.844
C,2024-06,p2,-0.6,-0.189,-0.054
C,2024-06,pe,-0.82,-0.347,-2.596
C,2024-06,pw,-0.55,-0.548,-1.085
C,2024-07,nw1,-1.62,-0.646,-2.296
C,2024-07,nw2,-0.79,-0.646,-0.957
C,2024-07,nw3,-0.77,-0.447,-0.99
C,2024-07,nw4,-0.49,-0.447,-0.754
C,2024-07,nw4b,-0.7,-0.447,-0.85
C,2024-07,nw5,-0.62,-0.646,-1.648
C,2024-07,nw6,-0.56,-0.646,-1.194
C,2024-07,nw7,-1.21,-0.646,-2.235
C,2024-07,nw9,-0.779,-1.147,0.553
C,2024-07,nw10,-0.86,-1.319,-0.866
C,2024-07,nw11,-0.85,-0.646,-0.804
C,2024-07,nw13,-0.8,-0.646,-1.408
C,2024-07,ceh1,-0.62,-0.646,-1.363
C,2024-07,ceh2,-1.05,-1.322,-2.031
C,2024-07,ceh4,-0.82,-0.646,-1.068
C,2024-07,ceh5,-0.82,-0.261,-1.624
C,2024-07,ceh6,-0.67,-0.261,-0.346
C,2024-07,ceh9,-0.64,-0.646,-3.906
C,2024-07,ceh10,-1.48,-0.447,-0.929
C,2024-07,ceh11,-0.75,-0.261,-1.052
C,2024-07,ceh13,-0.67,-1.318,-4.377
C,2024-07,ceh14,-0.55,-1.32,-3.274
C,2024-07,ceh16,-0.79,-1.147,0.2
C,2024-07,ceh17,-2.06,-1.147,-0.299
C,2024-07,ceh18,-0.92,-0.646,-0.89
C,2024-07,ceh19,-0.92,-1.147,0.819
C,2024-07,ceh20,-0.954,-1.323,-1.314
C,2024-07,ceh21,-1.06,-0.646,-0.238
C,2024-07,ceh23,-0.82,-0.261,-0.513
C,2024-07,ceh24,-0.56,-0.447,-0.732
C,2024-07,ceh25,-0.905,-0.261,-0.561
C,2024-07,ceh26,-0.805,-0.261,-0.703
C,2024-07,ceh27,-0.76,-0.261,-0.495
C,2024-07,ceh28,-0.7,-0.447,-0.742
C,2024-07,ceh30,-1.47,-1.329,-1.306
C,2024-07,ceh31,-1.71,-1.147,-0.023
C,2024-07,ceh33,-1.48,-1.329,-1.466
C,2024-07,ceh34,-0.59,-1.317,-2.892
C,2024-07,ceh36,-0.67,-0.646,-1.899
C,2024-07,ceh39,-0.43,-0.646,-3.773
C,2024-07,ceh40,-0.59,-0.646,-1.111
C,2024-07,ceh41,-0.52,-0.646,-1.458
C,2024-07,ceh42,-0.55,-0.646,-1.378
C,2024-07,wmc3,-1.12,-0.646,-3.289
C,2024-07,wmc4,-0.84,-0.646,-1.408
C,2024-07,nw8b,-1.43,-0.646,-2.009
C,2024-07,ceh3,-1.16,-1.147,-0.951
C,2024-07,ceh22,-0.75,-0.447,-0.697
C,2024-07,p2,-0.77,-0.261,-0.125
C,2024-07,pe,-0.96,-0.447,-2.668
C,2024-07,pw,-0.71,-0.646,-1.183
C,2024-08,nw1,-1.79,-0.813,-2.463
C,2024-08,nw2,-0.95,-0.813,-1.124
C,2024-08,nw3,-0.85,-0.623,-1.166
C,2024-08,nw4,-0.6,-0.623,-0.93
C,2024-08,nw4b,-0.64,-0.623,-1.026
C,2024-08,nw5,-0.81,-0.813,-1.815
C,2024-08,nw6,-0.75,-0.813,-1.361
C,2024-08,nw7,-1.36,-0.813,-2.401
C,2024-08,nw9,-0.859,-1.26,0.386
C,2024-08,nw10,-1.12,-1.481,-1.032
C,2024-08,nw11,-1.04,-0.813,-0.971
C,2024-08,nw13,-0.95,-0.813,-1.575
C,2024-08,ceh1,-0.79,-0.813,-1.529
C,2024-08,ceh2,-1.25,-1.483,-2.197
C,2024-08,ceh4,-0.93,-0.813,-1.244
C,2024-08,ceh5,-0.83,-0.425,-1.801
C,2024-08,ceh6,-0.59,-0.425,-0.511
C,2024-08,ceh9,-0.82,-0.813,-4.073
C,2024-08,ceh10,-1.49,-0.623,-1.105
C,2024-08,ceh11,-0.87,-0.425,-1.216
C,2024-08,ceh13,-0.94,-1.479,-4.539
C,2024-08,ceh14,-0.8,-1.481,-3.441
C,2024-08,ceh16,-0.92,-1.26,0.033
C,2024-08,ceh17,-2.14,-1.26,-0.466
C,2024-08,ceh18,-1.04,-0.813,-1.056
C,2024-08,ceh19,-0.99,-1.26,0.653
C,2024-08,ceh21,-1.25,-0.813,-0.404
C,2024-08,ceh23,-0.75,-0.425,-0.678
C,2024-08,ceh24,-0.49,-0.623,-0.908
C,2024-08,ceh25,-0.835,-0.425,-0.726
C,2024-08,ceh26,-0.765,-0.425,-0.867
C,2024-08,ceh27,-0.76,-0.425,-0.66
C,2024-08,ceh28,-0.84,-0.623,-0.918
C,2024-08,ceh30,-1.64,-1.49,-1.472
C,2024-08,ceh31,-1.61,-1.26,-0.19
C,2024-08,ceh33,-1.53,-1.49,-1.632
C,2024-08,ceh34,-0.76,-1.478,-3.054
C,2024-08,ceh36,-0.77,-0.813,-2.075
C,2024-08,ceh39,-0.6,-0.813,-3.94
C,2024-08,ceh40,-0.73,-0.813,-1.277
C,2024-08,ceh41,-0.68,-0.813,-1.625
C,2024-08,ceh42,-0.62,-0.813,-1.545
C,2024-08,wmc3,-1.27,-0.813,-3.402
C,2024-08,wmc4,-1.01,-0.813,-1.575
C,2024-08,nw8b,-1.57,-0.813,-2.122
C,2024-08,ceh3,-1.19,-1.26,-1.127
C,2024-08,ceh22,-0.8,-0.623,-0.873
C,2024-08,p2,-0.65,-0.425,-0.29
C,2024-08,pe,-1.05,-0.623,-2.832
C,2024-08,pw,-0.88,-0.813,-1.35
C,2024-09,nw1,-1.77,-0.762,-2.412
C,2024-09,nw2,-0.93,-0.762,-1.073
C,2024-09,nw3,-0.8,-0.564,-1.107
C,2024-09,nw4,-0.41,-0.564,-0.871
C,2024-09,nw4b,-0.46,-0.564,-0.967
C,2024-09,nw5,-0.85,-0.762,-1.764
C,2024-09,nw6,-0.6,-0.762,-1.31
C,2024-09,nw7,-1.49,-0.762,-2.35
C,2024-09,nw9,-0.869,-1.227,0.437
C,2024-09,nw10,-1.08,-1.46,-0.981
C,2024-09,nw11,-1.0,-0.762,-0.92
C,2024-09,nw13,-0.95,-0.762,-1.524
C,2024-09,ceh1,-0.77,-0.762,-1.478
C,2024-09,ceh2,-1.35,-1.463,-2.146
C,2024-09,ceh4,-0.94,-0.762,-1.185
C,2024-09,ceh5,-0.77,-0.346,-1.741
C,2024-09,ceh6,-0.34,-0.346,-0.432
C,2024-09,ceh9,-0.81,-0.762,-4.022
C,2024-09,ceh10,-1.64,-0.564,-1.046
C,2024-09,ceh11,-0.7,-0.346,-1.137
C,2024-09,ceh13,-0.92,-1.459,-4.519
C,2024-09,ceh14,-0.9,-1.461,-3.39
C,2024-09,ceh16,-0.95,-1.227,0.084
C,2024-09,ceh17,-2.2,-1.227,-0.415
C,2024-09,ceh18,-0.98,-0.762,-1.006
C,2024-09,ceh19,-1.04,-1.227,0.704
C,2024-09,ceh21,-1.19,-0.762,-0.353
C,2024-09,ceh23,-0.55,-0.346,-0.599
C,2024-09,ceh24,-0.47,-0.564,-0.849
C,2024-09,ceh25,-0.655,-0.346,-0.647
C,2024-09,ceh26,-0.525,-0.346,-0.788
C,2024-09,ceh27,-0.51,-0.346,-0.581
C,2024-09,ceh28,-0.74,-0.564,-0.859
C,2024-09,ceh30,-1.73,-1.469,-1.421
C,2024-09,ceh31,-1.68,-1.227,-0.139
C,2024-09,ceh33,-1.71,-1.47,-1.581
C,2024-09,ceh34,-0.9,-1.458,-3.034
C,2024-09,ceh36,-0.68,-0.762,-2.016
C,2024-09,ceh39,-0.58,-0.762,-3.889
C,2024-09,ceh40,-0.63,-0.762,-1.226
C,2024-09,ceh41,-0.66,-0.762,-1.574
C,2024-09,ceh42,-0.57,-0.762,-1.494
C,2024-09,wmc3,-1.34,-0.762,-3.369
C,2024-09,wmc4,-1.0,-0.762,-1.524
C,2024-09,nw8b,-1.67,-0.762,-2.089
C,2024-09,ceh3,-1.15,-1.227,-1.068
C,2024-09,ceh22,-0.81,-0.564,-0.814
C,2024-09,p2,-0.35,-0.346,-0.211
C,2024-09,pe,-1.02,-0.564,-2.753
C,2024-09,pw,-0.81,-0.762,-1.299
C,2024-10,nw1,-1.65,-0.748,-2.398
C,2024-10,nw2,-0.81,-0.748,-1.059
C,2024-10,nw3,-0.71,-0.551,-1.094
C,2024-10,nw4,-0.47,-0.551,-0.858
C,2024-10,nw4b,-0.52,-0.551,-0.954
C,2024-10,nw5,-0.88,-0.748,-1.75
C,2024-10,nw6,-0.71,-0.748,-1.296
C,2024-10,nw7,-1.47,-0.748,-2.336
C,2024-10,nw9,-0.949,-1.216,0.451
C,2024-10,nw10,-1.13,-1.439,-0.967
C,2024-10,nw11,-0.88,-0.748,-0.906
C,2024-10,nw13,-0.79,-0.748,-1.51
C,2024-10,ceh1,-0.83,-0.748,-1.464
C,2024-10,ceh2,-1.39,-1.442,-2.132
C,2024-10,ceh4,-0.91,-0.748,-1.172
C,2024-10,ceh5,-0.54,-0.344,-1.728
C,2024-10,ceh6,-0.21,-0.344,-0.429
C,2024-10,ceh9,-0.94,-0.748,-4.008
C,2024-10,ceh10,-1.48,-0.551,-1.033
C,2024-10,ceh11,-0.67,-0.344,-1.135
C,2024-10,ceh13,-1.06,-1.438,-4.498
C,2024-10,ceh14,-1.11,-1.44,-3.376
C,2024-10,ceh16,-1.0,-1.216,0.098
C,2024-10,ceh17,-2.18,-1.217,-0.401
C,2024-10,ceh18,-1.11,-0.748,-0.991
C,2024-10,ceh19,-1.02,-1.216,0.718
C,2024-10,ceh21,-1.22,-0.748,-0.339
C,2024-10,ceh23,-0.43,-0.344,-0.596
C,2024-10,ceh24,-0.54,-0.551,-0.836
C,2024-10,ceh25,-0.455,-0.344,-0.644
C,2024-10,ceh26,-0.425,-0.344,-0.786
C,2024-10,ceh27,-0.42,-0.344,-0.578
C,2024-10,ceh28,-0.69,-0.551,-0.846
C,2024-10,ceh30,-1.79,-1.448,-1.407
C,2024-10,ceh31,-1.63,-1.217,-0.125
C,2024-10,ceh33,-1.76,-1.449,-1.567
C,2024-10,ceh34,-0.9,-1.437,-3.013
C,2024-10,ceh36,-0.79,-0.748,-2.003
C,2024-10,ceh39,-0.7,-0.748,-3.875
C,2024-10,ceh40,-0.78,-0.748,-1.212
C,2024-10,ceh41,-0.69,-0.748,-1.56
C,2024-10,ceh42,-0.58,-0.748,-1.48
C,2024-10,wmc3,-1.35,-0.748,-3.358
C,2024-10,wmc4,-0.84,-0.748,-1.51
C,2024-10,nw8b,-1.64,-0.748,-2.078
C,2024-10,ceh3,-1.14,-1.216,-1.055
C,2024-10,ceh22,-0.74,-0.551,-0.801
C,2024-10,p2,-0.32,-0.344,-0.208
C,2024-10,pe,-0.94,-0.551,-2.751
C,2024-10,pw,-0.77,-0.748,-1.285
C,2024-11,nw1,-1.63,-0.79,-2.44
C,2024-11,nw2,-0.79,-0.79,-1.101
C,2024-11,nw3,-0.72,-0.606,-1.149
C,2024-11,nw4,-0.47,-0.606,-0.913
C,2024-11,nw4b,-0.49,-0.606,-1.009
C,2024-11,nw5,-0.85,-0.79,-1.792
C,2024-11,nw6,-0.68,-0.79,-1.338
C,2024-11,nw7,-1.47,-0.79,-2.379
C,2024-11,nw9,-0.939,-1.244,0.409
C,2024-11,nw10,-1.1,-1.429,-1.01
C,2024-11,nw11,-0.92,-0.79,-0.948
C,2024-11,nw13,-0.76,-0.79,-1.552
C,2024-11,ceh1,-0.75,-0.79,-1.507
C,2024-11,ceh2,-1.4,-1.432,-2.175
C,2024-11,ceh4,-0.85,-0.79,-1.227
C,2024-11,ceh5,-0.5,-0.442,-1.784
C,2024-11,ceh6,-0.2,-0.442,-0.527
C,2024-11,ceh9,-0.93,-0.79,-4.05
C,2024-11,ceh10,-1.47,-0.606,-1.089
C,2024-11,ceh11,-0.63,-0.442,-1.233
C,2024-11,ceh13,-1.13,-1.428,-4.488
C,2024-11,ceh14,-1.23,-1.43,-3.418
C,2024-11,ceh16,-0.88,-1.244,0.056
C,2024-11,ceh17,-2.16,-1.244,-0.443
C,2024-11,ceh18,-1.01,-0.79,-1.034
C,2024-11,ceh19,-1.01,-1.244,0.675
C,2024-11,ceh20,-1.34,-1.432,-1.458
C,2024-11,ceh21,-1.2,-0.79,-0.382
C,2024-11,ceh23,-0.38,-0.442,-0.694
C,2024-11,ceh24,-0.53,-0.606,-0.891
C,2024-11,ceh25,-0.425,-0.442,-0.742
C,2024-11,ceh26,-0.385,-0.442,-0.884
C,2024-11,ceh27,-0.38,-0.442,-0.676
C,2024-11,ceh28,-0.65,-0.606,-0.902
C,2024-11,ceh30,-1.82,-1.438,-1.45
C,2024-11,ceh31,-1.71,-1.244,-0.167
C,2024-11,ceh33,-1.79,-1.438,-1.61
C,2024-11,ceh34,-1.01,-1.427,-3.003
C,2024-11,ceh36,-0.78,-0.79,-2.058
C,2024-11,ceh39,-0.7,-0.79,-3.917
C,2024-11,ceh40,-0.77,-0.79,-1.255
C,2024-11,ceh41,-0.68,-0.79,-1.602
C,2024-11,ceh42,-0.59,-0.79,-1.522
C,2024-11,wmc3,-1.34,-0.79,-3.386
C,2024-11,wmc4,-0.8,-0.79,-1.552
C,2024-11,nw8b,-1.62,-0.79,-2.106
C,2024-11,ceh3,-1.1,-1.244,-1.11
C,2024-11,ceh22,-0.71,-0.606,-0.857
C,2024-11,p2,-0.27,-0.442,-0.306
C,2024-11,pe,-0.94,-0.606,-2.849
C,2024-11,pw,-0.84,-0.79,-1.327
C,2024-12,nw1,-1.15,-0.571,-2.221
C,2024-12,nw2,-0.35,-0.571,-0.882
C,2024-12,nw3,-0.23,-0.371,-0.914
C,2024-12,nw4,-0.03,-0.371,-0.678
C,2024-12,nw4b,-0.06,-0.371,-0.774
C,2024-12,nw5,-0.56,-0.571,-1.572
C,2024-12,nw6,-0.32,-0.571,-1.119
C,2024-12,nw7,-1.14,-0.571,-2.159
C,2024-12,nw9,-0.669,-1.093,0.628
C,2024-12,nw10,-0.84,-1.234,-0.79
C,2024-12,nw11,-0.41,-0.571,-0.729
C,2024-12,nw13,-0.31,-0.571,-1.333
C,2024-12,ceh1,-0.36,-0.571,-1.287
C,2024-12,ceh2,-1.07,-1.236,-1.955
C,2024-12,ceh4,-0.61,-0.571,-0.992
C,2024-12,ceh5,0.05,-0.206,-1.548
C,2024-12,ceh6,0.17,-0.206,-0.291
C,2024-12,ceh9,-0.57,-0.571,-3.83
C,2024-12,ceh10,-1.14,-0.371,-0.853
C,2024-12,ceh11,-0.23,-0.206,-0.997
C,2024-12,ceh13,-0.91,-1.232,-4.292
C,2024-12,ceh14,-0.97,-1.234,-3.199
C,2024-12,ceh16,-0.77,-1.093,0.275
C,2024-12,ceh17,-1.97,-1.093,-0.224
C,2024-12,ceh18,-0.76,-0.571,-0.814
C,2024-12,ceh19,-0.81,-1.093,0.895
C,2024-12,ceh20,-1.01,-1.236,-1.238
C,2024-12,ceh21,-1.02,-0.571,-0.162
C,2024-12,ceh23,0.0,-0.206,-0.458
C,2024-12,ceh24,0.01,-0.371,-0.656
C,2024-12,ceh25,0.195,-0.206,-0.506
C,2024-12,ceh26,-0.035,-0.206,-0.648
C,2024-12,ceh27,0.1,-0.206,-0.44
C,2024-12,ceh28,-0.14,-0.371,-0.666
C,2024-12,ceh30,-1.57,-1.242,-1.23
C,2024-12,ceh31,-1.42,-1.093,0.052
C,2024-12,ceh33,-1.62,-1.243,-1.39
C,2024-12,ceh34,-0.71,-1.231,-2.807
C,2024-12,ceh36,-0.51,-0.571,-1.823
C,2024-12,ceh39,-0.38,-0.571,-3.697
C,2024-12,ceh40,-0.37,-0.571,-1.035
C,2024-12,ceh41,-0.32,-0.571,-1.383
C,2024-12,ceh42,-0.31,-0.571,-1.302
C,2024-12,wmc3,-1.01,-0.571,-3.235
C,2024-12,wmc4,-0.34,-0.571,-1.333
C,2024-12,nw8b,-1.26,-0.571,-1.955
C,2024-12,ceh3,-0.99,-1.093,-0.875
C,2024-12,ceh22,-0.54,-0.371,-0.621
C,2024-12,p2,-0.05,-0.206,-0.07
C,2024-12,pe,-0.55,-0.371,-2.613
C,2024-12,pw,-0.52,-0.571,-1.108
C,2025-01,nw1,-0.94,-0.335,-1.985
C,2025-01,nw2,-0.13,-0.335,-0.646
C,2025-01,nw3,0.0,-0.121,-0.664
C,2025-01,nw4,0.02,-0.121,-0.428
C,2025-01,nw4b,0.04,-0.121,-0.524
C,2025-01,nw5,-0.39,-0.335,-1.337
C,2025-01,nw6,-0.21,-0.335,-0.883
C,2025-01,nw7,-0.94,-0.335,-1.923
C,2025-01,nw9,-0.539,-0.929,0.864
C,2025-01,nw10,-0.61,-1.012,-0.554
C,2025-01,nw11,-0.2,-0.335,-0.493
C,2025-01,nw13,-0.12,-0.335,-1.097
C,2025-01,ceh1,-0.02,-0.335,-1.051
C,2025-01,ceh2,-0.95,-1.014,-1.719
C,2025-01,ceh4,-0.48,-0.335,-0.742
C,2025-01,ceh5,0.15,0.036,-1.299
C,2025-01,ceh6,0.28,0.036,-0.05
C,2025-01,ceh9,-0.41,-0.335,-3.595
C,2025-01,ceh10,-0.9,-0.121,-0.603
C,2025-01,ceh11,-0.13,0.036,-0.755
C,2025-01,ceh13,-0.77,-1.011,-4.071
C,2025-01,ceh14,-0.86,-1.012,-2.963
C,2025-01,ceh16,-0.63,-0.929,0.511
C,2025-01,ceh17,-1.83,-0.929,0.012
C,2025-01,ceh18,-0.63,-0.335,-0.578
C,2025-01,ceh19,-0.72,-0.929,1.131
C,2025-01,ceh20,-0.91,-1.015,-1.002
C,2025-01,ceh21,-0.9,-0.335,0.074
C,2025-01,ceh23,0.01,0.036,-0.217
C,2025-01,ceh24,0.1,-0.121,-0.406
C,2025-01,ceh25,0.305,0.036,-0.265
C,2025-01,ceh26,0.005,0.036,-0.406
C,2025-01,ceh27,0.2,0.036,-0.199
C,2025-01,ceh28,0.0,-0.121,-0.416
C,2025-01,ceh30,-1.41,-1.02,-0.994
C,2025-01,ceh31,-1.33,-0.929,0.288
C,2025-01,ceh33,-1.37,-1.021,-1.154
C,2025-01,ceh34,-0.56,-1.01,-2.586
C,2025-01,ceh36,-0.27,-0.335,-1.573
C,2025-01,ceh39,-0.19,-0.335,-3.462
C,2025-01,ceh40,-0.23,-0.335,-0.799
C,2025-01,ceh41,-0.04,-0.335,-1.147
C,2025-01,ceh42,-0.21,-0.335,-1.067
C,2025-01,wmc3,-0.89,-0.335,-3.071
C,2025-01,wmc4,-0.11,-0.335,-1.097
C,2025-01,nw8b,-1.13,-0.335,-1.791
C,2025-01,ceh3,-0.85,-0.929,-0.625
C,2025-01,ceh22,-0.46,-0.121,-0.371
C,2025-01,p2,-0.01,0.036,0.171
C,2025-01,pe,-0.41,-0.121,-2.371
C,2025-01,pw,-0.26,-0.335,-0.872
C,2025-02,nw1,-1.09,-0.427,-2.077
C,2025-02,nw2,-0.27,-0.427,-0.738
C,2025-02,nw3,-0.08,-0.235,-0.778
C,2025-02,nw4,0.01,-0.235,-0.542
C,2025-02,nw4b,-0.02,-0.235,-0.638
C,2025-02,nw5,-0.39,-0.427,-1.429
C,2025-02,nw6,-0.32,-0.427,-0.975
