h,P_m,PET,P_m_lag1,h_prev,Delta_h,Drainage_Component,Well_Name,Period,neg_h_prev
-0.2,0.1064,0.03473113553075,0.0765999999999999,-0.49,0.29,0.18549905600966957,FE1,After_Scrape2,0.49
-0.08,0.0828,0.0480210734698828,0.1064,-0.2,0.12000000000000001,-0.025694491924045992,FE1,After_Scrape2,0.2
-0.05,0.0448,0.0851606842163695,0.0828,-0.08,0.03,0.03286472987589703,FE1,After_Scrape2,0.08
-0.29,0.0304,0.0880180561124374,0.0448,-0.05,-0.24,-0.13643594120547992,FE1,After_Scrape2,0.05
-0.55,0.072,0.0988404071816598,0.0304,-0.29,-0.26000000000000006,-0.09458631995578237,FE1,After_Scrape2,0.29
-0.67,0.0494,0.0946305050728842,0.072,-0.55,-0.12,-0.06745696369757562,FE1,After_Scrape2,0.55
-0.83,0.0942,0.0672397287495123,0.0494,-0.67,-0.15999999999999992,-0.11832440545371126,FE1,After_Scrape2,0.67
-0.93,0.0752,0.0483438039919346,0.0942,-0.83,-0.10000000000000009,-0.21481106247236315,FE1,After_Scrape2,0.83
-0.99,0.049,0.0272394490051505,0.0752,-0.93,-0.05999999999999994,-0.17926932282197922,FE1,After_Scrape2,0.93
-1.0,0.1192,0.0224852154410495,0.049,-0.99,-0.010000000000000009,-0.07619558155744874,FE1,After_Scrape2,0.99
-0.7,0.0973,0.0140101211804201,0.1192,-1.0,0.30000000000000004,0.04000075563599051,FE1,After_Scrape2,1.0
-0.62,0.0382,0.0192260797585776,0.0973,-0.7,0.07999999999999996,-0.11328311334413263,FE1,After_Scrape2,0.7
-0.54,0.0218,0.0353490293272799,0.0382,-0.62,0.07999999999999996,0.07173805602090945,FE1,After_Scrape2,0.62
-0.71,0.0682,0.0552150687059312,0.0218,-0.54,-0.16999999999999993,-0.08948086426342097,FE1,After_Scrape2,0.54
-0.87,0.031,0.0771729304951504,0.0682,-0.71,-0.16000000000000003,-0.14054472532279477,FE1,After_Scrape2,0.71
-1.0,0.0834,0.0982893286794334,0.031,-0.87,-0.13,0.03259302084182422,FE1,After_Scrape2,0.87
-1.09,0.0283999999999999,0.1122005792724127,0.0834,-1.0,-0.09000000000000008,-0.022845413326407993,FE1,After_Scrape2,1.0
-1.26,0.0264,0.1025614789707804,0.0283999999999999,-1.09,-0.16999999999999993,0.009398747169771793,FE1,After_Scrape2,1.09
-1.39,0.1485999999999999,0.0664402364352144,0.0264,-1.26,-0.1299999999999999,-0.03352607789534104,FE1,After_Scrape2,1.26
-1.32,0.074,0.0464380731615376,0.1485999999999999,-1.39,0.06999999999999984,-0.18365587923118581,FE1,After_Scrape2,1.39
-1.46,0.1840999999999999,0.0278318303644965,0.074,-1.32,-0.1399999999999999,-0.254867950028939,FE1,After_Scrape2,1.32
-1.05,0.1416,0.0207287668301382,0.1840999999999999,-1.46,0.4099999999999999,0.006228924124911807,FE1,After_Scrape2,1.46
-0.55,0.1242,0.0773953132087707,0.1416,-1.05,0.5,0.3389121246169331,FE1,After_Scrape2,1.05
-2.037049180327869,0.0314,0.0827422871667585,0.017,-1.86,-0.1770491803278691,-0.05779631222326578,FE3,Before,1.86
-2.22,0.1291999999999999,0.0982264362407887,0.0314,-2.037049180327869,-0.182950819672131,-0.06825470354941457,FE3,Before,2.037049180327869
-2.23,0.0788,0.1034540511032635,0.1291999999999999,-2.22,-0.009999999999999787,-0.11946846006093856,FE3,Before,2.22
-2.32,0.06,0.0916238627374468,0.0788,-2.23,-0.08999999999999986,-0.1016121105909483,FE3,Before,2.23
-2.42,0.0862,0.0662149663422362,0.06,-2.32,-0.10000000000000009,-0.115704154262185,FE3,Before,2.32
-2.43,0.0658,0.051859877934108,0.0862,-2.42,-0.010000000000000231,-0.11621836286130896,FE3,Before,2.42
-2.46,0.104,0.0254322190955134,0.0658,-2.43,-0.029999999999999805,-0.13844742821553946,FE3,Before,2.43
-1.85,0.0792,0.0173753308217581,0.104,-2.46,0.6099999999999999,0.3944703848059264,FE3,After,2.46
-1.95,0.0886,0.016843406399149,0.0792,-1.85,-0.09999999999999987,-0.25715172106419737,FE3,After,1.85
-2.06,0.062,0.0130734806917993,0.0886,-1.95,-0.1100000000000001,-0.29695745414277813,FE3,After,1.95
-1.96,0.0948,0.0219099754243658,0.062,-2.06,0.10000000000000009,-0.006154795183698998,FE3,After,2.06
-1.83,0.065,0.0476546327440168,0.0948,-1.96,0.1299999999999999,-0.00494941491435838,FE3,After,1.96
-1.89,0.029,0.0774579471188726,0.065,-1.83,-0.05999999999999983,-0.06594391976708125,FE3,After,1.83
-2.05,0.0108,0.1057139093761601,0.029,-1.89,-0.15999999999999992,-0.0250785132072196,FE3,After,1.89
-2.19,0.049,0.115506484690514,0.0108,-2.05,-0.14000000000000012,0.057451146984561385,FE3,After,2.05
-2.33,0.0373999999999999,0.0939167922714824,0.049,-2.19,-0.14000000000000012,-0.0757955281513979,FE3,After,2.19
-2.44,0.087,0.0659618410912312,0.0373999999999999,-2.33,-0.10999999999999988,-0.0720571421971854,FE3,After,2.33
-2.49,0.0975999999999999,0.0444083991785766,0.087,-2.44,-0.050000000000000266,-0.17254147554151103,FE3,After,2.44
-2.38,0.1392,0.0271936127970865,0.0975999999999999,-2.49,0.11000000000000032,-0.07121616531412603,FE3,After,2.49
-2.2,0.1128,0.02336955409366,0.1392,-2.38,0.17999999999999972,-0.10825896339843234,FE3,After,2.38
-2.03,0.0382,0.0179122893806151,0.1128,-2.2,0.17000000000000037,-0.0655711160835163,FE3,After,2.2
-2.18,0.0504,0.0255738024998631,0.0382,-2.03,-0.15000000000000036,-0.19206020032844884,FE3,After,2.03
-2.19,0.096,0.034794782798454,0.0504,-2.18,-0.009999999999999787,-0.06345632323577127,FE3,After,2.18
-2.03,0.0672,0.0516120532400373,0.096,-2.19,0.16000000000000014,0.029827410500098406,FE3,After,2.19
-2.16,0.0392,0.0681657841856536,0.0672,-2.03,-0.13000000000000034,-0.15917941639362151,FE3,After,2.03
-2.3,0.0608,0.092120481510294,0.0392,-2.16,-0.13999999999999968,-0.05579345786836423,FE3,After,2.16
-2.4,0.0322,0.1097485813223114,0.0608,-2.3,-0.10000000000000009,-0.033452066493916494,FE3,After,2.3
-2.53,0.0608,0.0989358321187804,0.0322,-2.4,-0.1299999999999999,-0.015848662266171515,FE3,After,2.4
-2.55,0.0862,0.0699707475329168,0.0608,-2.53,-0.020000000000000018,-0.03035901422905657,FE3,After,2.53
-2.59,0.1478,0.0431907817709369,0.0862,-2.55,-0.040000000000000036,-0.16297929884042334,FE3,After,2.55
-2.3,0.093,0.0217215999048298,0.1478,-2.59,0.29000000000000004,-0.02204571792088153,FE3,After,2.59
-2.16,0.0602,0.0206794590017241,0.093,-2.3,0.13999999999999968,-0.04279179470322227,FE3,After,2.3
-2.12,0.0728,0.0203284124671498,0.0602,-2.16,0.040000000000000036,-0.06490085897420206,FE3,After,2.16
-2.05,0.1134,0.023081649956265,0.0728,-2.12,0.07000000000000028,-0.05975996101223341,FE3,After,2.12
-1.84,0.031,0.0306170022564282,0.1134,-2.05,0.20999999999999974,-0.0024449194167372526,FE3,After,2.05
-1.89,0.0128,0.0554076360862932,0.031,-1.84,-0.04999999999999982,-0.017132106470748976,FE3,After,1.84
-2.09,0.0072,0.0780053641747065,0.0128,-1.89,-0.19999999999999996,-0.07984480813433784,FE3,After,1.89
-2.23,0.0764,0.0962307127782272,0.0072,-2.09,-0.14000000000000012,0.028806633625267503,FE3,After,2.09
-2.35,0.0994,0.0969163493097241,0.0764,-2.23,-0.1200000000000001,-0.11563055364339603,FE3,After,2.23
-2.43,0.1192,0.0976132155179787,0.0994,-2.35,-0.08000000000000007,-0.12937779804816288,FE3,After,2.35
-2.15,0.0606,0.0672317697887623,0.1192,-2.43,0.28000000000000025,0.12445310322383393,FE3,After,2.43
-2.12,0.116,0.0447405822887121,0.0606,-2.15,0.029999999999999805,-0.028660239378171942,FE3,After,2.15
-2.16,0.0848,0.0295056397138296,0.116,-2.12,-0.040000000000000036,-0.2608217235553037,FE3,After,2.12
-1.94,0.1505999999999999,0.0168909492945821,0.0848,-2.16,0.2200000000000002,0.0495258678851194,FE3,After,2.16
-1.7,0.1102,0.0129870686539831,0.1505999999999999,-1.94,0.24,-0.09564033242603848,FE3,After,1.94
-1.44,0.089,0.0186818521964761,0.1102,-1.7,0.26,0.03214484830547308,FE3,After,1.7
-1.29,0.0424,0.0312899332564512,0.089,-1.44,0.1499999999999999,-0.002695709660504017,FE3,After,1.44
-1.37,0.0158,0.0374313956455442,0.0424,-1.29,-0.08000000000000007,-0.10919533379343013,FE3,After,1.29
-1.58,0.1077999999999999,0.0642263455138479,0.0158,-1.37,-0.20999999999999996,-0.12367157921510624,FE3,After,1.37
-1.53,0.0252,0.0942497072885958,0.1077999999999999,-1.58,0.050000000000000044,-0.02600234236962118,FE3,After,1.58
-1.75,0.0272,0.1169174567508262,0.0252,-1.53,-0.21999999999999997,-0.05431485663208757,FE3,After,1.53
-1.94,0.0456,0.094777510509353,0.0272,-1.75,-0.18999999999999995,-0.07191133054440652,FE3,After,1.75
-2.06,0.0952,0.0776241874685951,0.0456,-1.94,-0.1200000000000001,-0.07915143318419973,FE3,After,1.94
-2.17,0.2012,0.0515176231476902,0.0952,-2.06,-0.10999999999999988,-0.23843882878015377,FE3,After,2.06
-1.77,0.0467999999999999,0.0294710066467027,0.2012,-2.17,0.3999999999999999,-0.024978149008006108,FE3,After,2.17
-1.73,0.1002,0.019867764121142,0.0467999999999999,-1.77,0.040000000000000036,-0.03369290418914316,FE3,After,1.77
-1.69,0.0252,0.0186109214291315,0.1002,-1.73,0.040000000000000036,-0.16403812749035707,FE3,After,1.73
-1.71,0.0866,0.0237653141318251,0.0252,-1.69,-0.020000000000000018,-0.034416342342601235,FE3,After,1.69
-1.69,0.0327999999999999,0.0347917962835035,0.0866,-1.71,0.020000000000000018,-0.12017616605774666,FE3,After,1.71
-1.8,0.0448,0.045473161701825,0.0327999999999999,-1.69,-0.1100000000000001,-0.10065128936617693,FE3,After,1.69
-1.91,0.0472,0.0756288090461812,0.0448,-1.8,-0.10999999999999988,-0.07109298909033152,FE3,After,1.8
-2.01,0.0238,0.0905318964807798,0.0472,-1.91,-0.09999999999999987,-0.03802817757922594,FE3,After,1.91
-2.14,0.0168,0.1104619647837164,0.0238,-2.01,-0.13000000000000034,0.026557599435131307,FE3,After,2.01
-2.28,0.0412,0.1016991709218285,0.0168,-2.14,-0.13999999999999968,0.016383421014336208,FE3,After,2.14
-2.39,0.0952,0.0699637377456108,0.0412,-2.28,-0.11000000000000032,-0.07342240831639546,FE3,After,2.28
-2.46,0.116,0.0526106372307681,0.0952,-2.39,-0.06999999999999984,-0.1963255820557065,FE3,After,2.39
-2.43,0.1258,0.0308987736620354,0.116,-2.46,0.029999999999999805,-0.18812822143274036,FE3,After,2.46
-2.14,0.0917999999999999,0.0137812707174706,0.1258,-2.43,0.29000000000000004,0.015301510784031063,FE3,After,2.43
-1.85,0.0232,0.0219836897846353,0.0917999999999999,-2.14,0.29000000000000004,0.11260432047159093,FE3,After,2.14
-2.04,0.0965999999999999,0.028068936764161,0.0232,-1.85,-0.18999999999999995,-0.19130483347030144,FE3,After,1.85
-1.94,0.036,0.0440285592259995,0.0965999999999999,-2.04,0.10000000000000009,-0.04627185883457792,FE3,After,2.04
-1.99,0.0273999999999999,0.0781688547498778,0.036,-1.94,-0.050000000000000044,0.014897629271267643,FE3,After,1.94
-2.16,0.0243999999999999,0.1107041047341038,0.0273999999999999,-1.99,-0.17000000000000015,-0.021597742779760176,FE3,After,1.99
-2.3,0.1128,0.1028168865805784,0.0243999999999999,-2.16,-0.13999999999999968,0.0003392624800941657,FE3,After,2.16
-2.38,0.1142,0.09381376705751,0.1128,-2.3,-0.08000000000000007,-0.16882227582180315,FE3,After,2.3
-2.26,0.134,0.0791147484570001,0.1142,-2.38,0.1200000000000001,-0.0005951199594294576,FE3,After,2.38
-2.16,0.1362,0.0482170198018847,0.134,-2.26,0.09999999999999964,-0.12776240637681052,FE3,After_Scrape2,2.26
-1.9,0.0754,0.0259060594787389,0.1362,-2.16,0.26000000000000023,-0.01616860424722743,FE3,After_Scrape2,2.16
-1.83,0.124,0.0215973634135762,0.0754,-1.9,0.06999999999999984,-0.06885778094909575,FE3,After_Scrape2,1.9
-1.65,0.1112,0.0174196053541396,0.124,-1.83,0.18000000000000016,-0.0833523394997944,FE3,After_Scrape2,1.83
-1.58,0.0765999999999999,0.0256833704695574,0.1112,-1.65,0.06999999999999984,-0.14671374735501252,FE3,After_Scrape2,1.65
-1.44,0.1064,0.03473113553075,0.0765999999999999,-1.58,0.14000000000000012,0.023660714317565862,FE3,After_Scrape2,1.58
-1.39,0.0828,0.0480210734698828,0.1064,-1.44,0.050000000000000044,-0.11202776258794025,FE3,After_Scrape2,1.44
-1.44,0.0448,0.0851606842163695,0.0828,-1.39,-0.050000000000000044,-0.08368976361148298,FE3,After_Scrape2,1.39
-1.63,0.0304,0.0880180561124374,0.0448,-1.44,-0.18999999999999995,-0.12713946810055007,FE3,After_Scrape2,1.44
-1.79,0.072,0.0988404071816598,0.0304,-1.63,-0.16000000000000014,-0.04172140873015023,FE3,After_Scrape2,1.63
-1.91,0.0494,0.0946305050728842,0.072,-1.79,-0.11999999999999988,-0.10951020114803939,FE3,After_Scrape2,1.79
-2.03,0.0942,0.0672397287495123,0.0494,-1.91,-0.11999999999999988,-0.10833145378863207,FE3,After_Scrape2,1.91
-2.11,0.0752,0.0483438039919346,0.0942,-2.03,-0.08000000000000007,-0.21217971308329348,FE3,After_Scrape2,2.03
-2.12,0.049,0.0272394490051505,0.0752,-2.11,-0.010000000000000231,-0.1374702207796295,FE3,After_Scrape2,2.11
-2.1,0.1192,0.0224852154410495,0.049,-2.12,0.020000000000000018,-0.05390220774141169,FE3,After_Scrape2,2.12
-1.82,0.0973,0.0140101211804201,0.1192,-2.1,0.28,0.02155372037732343,FE3,After_Scrape2,2.1
-1.69,0.0382,0.0192260797585776,0.0973,-1.82,0.13000000000000012,-0.0659020657353129,FE3,After_Scrape2,1.82
-1.72,0.0218,0.0353490293272799,0.0382,-1.69,-0.030000000000000027,-0.05316065786729718,FE3,After_Scrape2,1.69
-1.89,0.0682,0.0552150687059312,0.0218,-1.72,-0.16999999999999993,-0.11546658898287267,FE3,After_Scrape2,1.72
-2.03,0.031,0.0771729304951504,0.0682,-1.89,-0.1399999999999999,-0.15416030641057138,FE3,After_Scrape2,1.89
-2.12,0.0834,0.0982893286794334,0.031,-2.03,-0.0900000000000003,0.025775879633165827,FE3,After_Scrape2,2.03
-2.31,0.0283999999999999,0.1122005792724127,0.0834,-2.12,-0.18999999999999995,-0.17284775133378358,FE3,After_Scrape2,2.12
-2.53,0.0264,0.1025614789707804,0.0283999999999999,-2.31,-0.21999999999999975,-0.08973621074469781,FE3,After_Scrape2,2.31
-2.6,0.1485999999999999,0.0664402364352144,0.0264,-2.53,-0.07000000000000028,-0.004782627945708884,FE3,After_Scrape2,2.53
-2.33,0.074,0.0464380731615376,0.1485999999999999,-2.6,0.27,0.0038250791339250745,FE3,After_Scrape2,2.6
-2.41,0.1840999999999999,0.0278318303644965,0.074,-2.33,-0.08000000000000007,-0.2034504039397958,FE3,After_Scrape2,2.33
-1.95,0.1416,0.0207287668301382,0.1840999999999999,-2.41,0.4600000000000002,0.0590811162511951,FE3,After_Scrape2,2.41
-1.65,0.1242,0.0773953132087707,0.1416,-1.95,0.30000000000000004,0.11044609745662812,FE3,After_Scrape2,1.95
-1.46,0.0322,0.0927898873492782,0.1266,-1.63,0.16999999999999993,0.11051294621803645,CEH31,Before,1.63
-1.68,0.094,0.0736083399700177,0.0322,-1.46,-0.21999999999999997,-0.140108066877943,CEH31,Before,1.46
-1.73,0.09,0.0501738607055748,0.094,-1.68,-0.050000000000000044,-0.1297439756043517,CEH31,Before,1.68
-1.7,0.086,0.0218468880685325,0.09,-1.73,0.030000000000000027,-0.09611912971779855,CEH31,Before,1.73
-1.53,0.0536,0.0059957081270811,0.086,-1.7,0.16999999999999993,0.021211568887838317,CEH31,Before,1.7
-1.63,0.0526,0.0124097285013205,0.0536,-1.53,-0.09999999999999987,-0.17625352078043324,CEH31,Before,1.53
-1.51,0.0846,0.0231970495627914,0.0526,-1.63,0.11999999999999988,0.06610655759011681,CEH31,Before,1.63
-1.42,0.0296,0.0291783844550016,0.0846,-1.51,0.09000000000000008,-0.012130314374006065,CEH31,Before,1.51
-1.59,0.0322,0.0595942388369871,0.0296,-1.42,-0.17000000000000015,-0.11189424696638411,CEH31,Before,1.42
-1.69,0.0778,0.0762454018609684,0.0322,-1.59,-0.09999999999999987,-0.015097258961899257,CEH31,Before,1.59
-1.79,0.0487999999999999,0.0858071227815688,0.0778,-1.69,-0.10000000000000009,-0.08186184229613308,CEH31,Before,1.69
-1.86,0.0486,0.0965242869315626,0.0487999999999999,-1.79,-0.07000000000000006,0.022516934443721492,CEH31,Before,1.79
-1.96,0.0676,0.0874552715778478,0.0486,-1.86,-0.09999999999999987,-0.024343022738664316,CEH31,Before,1.86
-2.03,0.091,0.0710591730732987,0.0676,-1.96,-0.06999999999999984,-0.06088689857169163,CEH31,Before,1.96
-2.03,0.0765999999999999,0.0524990940799882,0.091,-2.03,0.0,-0.06973797300142197,CEH31,Before,2.03
-2.03,0.0617999999999999,0.0326532559982408,0.0765999999999999,-2.03,0.0,-0.08062697071487496,CEH31,Before,2.03
-2.03,0.0894,0.0208270396712716,0.0617999999999999,-2.03,0.0,-0.07553247140464109,CEH31,Before,2.03
-1.83,0.0606,0.0203656672436805,0.0894,-2.03,0.19999999999999973,0.07218387447759841,CEH31,Before,2.03
-1.86,0.0373999999999999,0.0206638638185007,0.0606,-1.83,-0.030000000000000027,-0.10360744366791641,CEH31,Before,1.83
-1.93,0.019,0.0419238411662375,0.0373999999999999,-1.86,-0.06999999999999984,-0.059998677075730034,CEH31,Before,1.86
-2.01,0.0654,0.0416138022856296,0.019,-1.93,-0.07999999999999985,-0.03631647802874581,CEH31,Before,1.93
-2.09,0.0477999999999999,0.0728607278127801,0.0654,-2.01,-0.08000000000000007,-0.06336602022671387,CEH31,Before,2.01
-2.14,0.1074,0.0883733741386071,0.0477999999999999,-2.09,-0.050000000000000266,0.02889156535879528,CEH31,Before,2.09
-2.15,0.0706,0.0974523619630581,0.1074,-2.14,-0.009999999999999787,-0.024866285752263684,CEH31,Before,2.14
-2.0,0.1107,0.09946227777514,0.0706,-2.15,0.1499999999999999,0.20749548940799467,CEH31,Before,2.15
-2.01,0.112,0.0669019905263724,0.1107,-2.0,-0.009999999999999787,-0.08906299990383951,CEH31,Before,2.0
-1.9,0.1135999999999999,0.0439734649898577,0.112,-2.01,0.10999999999999988,-0.01505193535288972,CEH31,Before,2.01
-1.65,0.1492,0.0253275967219308,0.1135999999999999,-1.9,0.25,0.08653804040114907,CEH31,Before,1.9
-1.35,0.128,0.0181069981900302,0.1492,-1.65,0.2999999999999998,0.056510282826325094,CEH31,Before,1.65
-1.13,0.0622999999999999,0.0147164033502977,0.128,-1.35,0.2200000000000002,0.009554170272744633,CEH31,Before,1.35
-1.12,0.0603999999999999,0.0146805611443672,0.0622999999999999,-1.13,0.009999999999999787,-0.0781429762105711,CEH31,Before,1.13
-1.08,0.0894,0.0166636880976975,0.0603999999999999,-1.12,0.040000000000000036,-0.0408358552863135,CEH31,Before,1.12
-1.22,0.0327999999999999,0.03823465331538,0.0894,-1.08,-0.1399999999999999,-0.2338624071182171,CEH31,Before,1.08
-1.33,0.04,0.0659563539326807,0.0327999999999999,-1.22,-0.1100000000000001,-0.045765515957992414,CEH31,Before,1.22
-1.45,0.0322,0.092156115381731,0.04,-1.33,-0.11999999999999988,-0.01939260731802689,CEH31,Before,1.33
-1.56,0.042,0.1196372012792921,0.0322,-1.45,-0.1100000000000001,0.05735358254577863,CEH31,Before,1.45
-1.69,0.0681,0.0967015058236402,0.042,-1.56,-0.1299999999999999,-0.02448083604393489,CEH31,Before,1.56
-1.71,0.0762,0.0696936960170184,0.0681,-1.69,-0.020000000000000018,-0.014412792926183665,CEH31,Before,1.69
-1.77,0.1738,0.055098359383733,0.0762,-1.71,-0.06000000000000005,-0.0972329234132557,CEH31,Before,1.71
-1.6,0.0358,0.0260374338338502,0.1738,-1.77,0.16999999999999993,-0.10423997882355704,CEH31,Before,1.77
-1.6,0.131,0.0240293433675761,0.0358,-1.6,0.0,-0.021020756858083404,CEH31,Before,1.6
-1.49,0.1591999999999999,0.0189602648944272,0.131,-1.6,0.1100000000000001,-0.09796957966405229,CEH31,Before,1.6
-1.06,0.1026,0.0211308212565443,0.1591999999999999,-1.49,0.42999999999999994,0.1736302774774115,CEH31,Before,1.49
-0.9,0.054,0.0336430611274469,0.1026,-1.06,0.16000000000000003,0.03282694199967465,CEH31,Before,1.06
-1.03,0.036,0.0513863611387721,0.054,-0.9,-0.13,-0.13293717833463864,CEH31,Before,0.9
-1.16,0.0928,0.0732113315525394,0.036,-1.03,-0.1299999999999999,-0.057940213997141304,CEH31,Before,1.03
-1.27,0.0467999999999999,0.0950617894328077,0.0928,-1.16,-0.1100000000000001,-0.10221518095163332,CEH31,Before,1.16
-1.42,0.0482,0.1114667149283253,0.0467999999999999,-1.27,-0.1499999999999999,-0.025365097318373525,CEH31,Before,1.27
-1.55,0.1094,0.0867842407605443,0.0482,-1.42,-0.13000000000000012,-0.05487305194400072,CEH31,Before,1.42
-1.65,0.008,0.073284763184297,0.1094,-1.55,-0.09999999999999987,-0.16451344393444675,CEH31,Before,1.55
-1.75,0.1586,0.0510163115657431,0.008,-1.65,-0.10000000000000009,-0.01796203027014763,CEH31,Before,1.65
-1.54,0.059,0.0276717307400491,0.1586,-1.75,0.20999999999999996,-0.03282348335019355,CEH31,Before,1.75
-1.43,0.0684,0.0189157563345319,0.059,-1.54,0.1100000000000001,0.03605100804655652,CEH31,Before,1.54
-1.49,0.0765999999999999,0.0179120938067647,0.0684,-1.43,-0.06000000000000005,-0.15336427305282826,CEH31,Before,1.43
-1.39,0.034,0.016758028259312,0.0765999999999999,-1.49,0.10000000000000009,-0.01083025614206163,CEH31,Before,1.49
-1.51,0.059,0.0292217980918181,0.034,-1.39,-0.1200000000000001,-0.1278016953096909,CEH31,Before,1.39
-1.54,0.036,0.045919310303167,0.059,-1.51,-0.030000000000000027,-0.052638242497135945,CEH31,Before,1.51
-1.66,0.111,0.065528025554843,0.036,-1.54,-0.11999999999999988,-0.062539632632994,CEH31,Before,1.54
-1.66,0.0282,0.0884072189300689,0.111,-1.66,0.0,-0.038758654354834166,CEH31,Before,1.66
-1.75,0.0664,0.1005021070913783,0.0282,-1.66,-0.09000000000000008,0.04844435801641103,CEH31,Before,1.66
-1.84,0.0688,0.09198461159378,0.0664,-1.75,-0.09000000000000008,-0.03889038210635479,CEH31,Before,1.75
-1.91,0.0452,0.0647883702674166,0.0688,-1.84,-0.06999999999999984,-0.0750374380816012,CEH31,Before,1.84
-1.95,0.0602,0.0480001375870365,0.0452,-1.91,-0.040000000000000036,-0.03298087355752222,CEH31,Before,1.91
-2.04,0.1344,0.0332604770452743,0.0602,-1.95,-0.09000000000000008,-0.13892698538661152,CEH31,Before,1.95
-1.85,0.2542,0.0288951701427901,0.1344,-2.04,0.18999999999999995,-0.005424532875953285,CEH31,Before,2.04
-1.15,0.1104,0.0209265813637323,0.2542,-1.85,0.7000000000000002,0.26629788237533303,CEH31,Before,1.85
-1.02,0.0812,0.0193207823553236,0.1104,-1.15,0.1299999999999999,-0.03891556663234031,CEH31,Before,1.15
-1.01,0.0566,0.0281204607788839,0.0812,-1.02,0.010000000000000009,-0.08780778225338891,CEH31,Before,1.02
-1.12,0.081,0.0407997000451405,0.0566,-1.01,-0.1100000000000001,-0.13789608774488438,CEH31,Before,1.01
-1.18,0.0467999999999999,0.0778803399851474,0.081,-1.12,-0.05999999999999983,-0.06288413224597023,CEH31,Before,1.12
-1.32,0.072,0.0982962049606961,0.0467999999999999,-1.18,-0.14000000000000012,-0.04039101568251796,CEH31,Before,1.18
-1.43,0.0716,0.1038697513504052,0.072,-1.32,-0.10999999999999988,-0.046737258773538376,CEH31,Before,1.32
-1.53,0.0617999999999999,0.0970605148512966,0.0716,-1.43,-0.10000000000000009,-0.048930787317377045,CEH31,Before,1.43
-1.63,0.0945999999999999,0.0756181482032507,0.0617999999999999,-1.53,-0.09999999999999987,-0.07142125531867022,CEH31,Before,1.53
-1.69,0.025,0.0457991580867349,0.0945999999999999,-1.63,-0.06000000000000005,-0.1491741011039888,CEH31,Before,1.63
-1.75,0.0815999999999999,0.0214853539670968,0.025,-1.69,-0.06000000000000005,-0.06573893918181103,CEH31,Before,1.69
-1.67,0.0757999999999999,0.0227736084745642,0.0815999999999999,-1.75,0.08000000000000007,-0.02871262171273284,CEH31,Before,1.75
-1.71,0.0386,0.017945191473887,0.0757999999999999,-1.67,-0.040000000000000036,-0.14708441297749028,CEH31,Before,1.67
-1.6889830508474577,0.104,0.0212533893132983,0.0386,-1.71,0.021016949152542264,-0.010493731978486597,CEH31,Before,1.71
-1.67,0.0768,0.0363025673098141,0.104,-1.6889830508474577,0.018983050847457772,-0.10574415210532075,CEH31,Before,1.6889830508474577
-1.55,0.017,0.0469725339299765,0.0768,-1.67,0.11999999999999988,0.06620926248042215,CEH31,Before,1.67
-1.68,0.0314,0.0827422871667585,0.017,-1.55,-0.1299999999999999,-0.004441125796016854,CEH31,Before,1.55
-1.79,0.1291999999999999,0.0982264362407887,0.0314,-1.68,-0.1100000000000001,0.018160017209820384,CEH31,Before,1.68
-1.8,0.0788,0.1034540511032635,0.1291999999999999,-1.79,-0.010000000000000009,-0.05406625055281142,CEH31,Before,1.79
-1.88,0.06,0.0916238627374468,0.0788,-1.8,-0.07999999999999985,-0.0526717470929379,CEH31,Before,1.8
-1.98,0.0862,0.0662149663422362,0.06,-1.88,-0.10000000000000009,-0.08593606364723141,CEH31,Before,1.88
-1.99,0.0658,0.051859877934108,0.0862,-1.98,-0.010000000000000009,-0.07201223425432583,CEH31,Before,1.98
-2.02,0.104,0.0254322190955134,0.0658,-1.99,-0.030000000000000027,-0.10423223556343797,CEH31,Before,1.99
-1.69,0.0792,0.0173753308217581,0.104,-2.02,0.33000000000000007,0.16930824621561802,CEH31,After,2.02
-1.63,0.0886,0.016843406399149,0.0792,-1.69,0.06000000000000005,-0.05551071139281338,CEH31,After,1.69
-1.53,0.062,0.0130734806917993,0.0886,-1.63,0.09999999999999987,-0.04018230198029851,CEH31,After,1.63
-1.45,0.0948,0.0219099754243658,0.062,-1.53,0.08000000000000007,0.00615275248147077,CEH31,After,1.53
-1.42,0.065,0.0476546327440168,0.0948,-1.45,0.030000000000000027,-0.05602093895300746,CEH31,After,1.45
-1.47,0.029,0.0774579471188726,0.065,-1.42,-0.050000000000000044,-0.023885594420509276,CEH31,After,1.42
-1.64,0.0108,0.1057139093761601,0.029,-1.47,-0.16999999999999993,-0.023142503560091565,CEH31,After,1.47
-1.77,0.049,0.115506484690514,0.0108,-1.64,-0.13000000000000012,0.06936364345520071,CEH31,After,1.64
-1.92,0.0373999999999999,0.0939167922714824,0.049,-1.77,-0.1499999999999999,-0.06281020569218645,CEH31,After,1.77
-2.01,0.087,0.0659618410912312,0.0373999999999999,-1.92,-0.08999999999999986,-0.03432291924716016,CEH31,After,1.92
-2.03,0.0975999999999999,0.0444083991785766,0.087,-2.01,-0.020000000000000018,-0.09766120415586711,CEH31,After,2.01
-1.95,0.1392,0.0271936127970865,0.0975999999999999,-2.03,0.07999999999999985,-0.050115106067105536,CEH31,After,2.03
-1.77,0.1128,0.02336955409366,0.1392,-1.95,0.17999999999999994,-0.03486436527774998,CEH31,After,1.95
