well,E,N,cluster,beta1,beta2,beta3,sy,mean_head,winter_head,summer_head,head_swing,P_eff,recharge_m_mon,et_draw_m_mon,drainage_m_mon,lateral_inflow_m_mon,storage_change_mm
d17,242446.951,363534.961,2.0,2.076483570736788,4.160298009018339,0.2167415607371051,0.2505,7.5133724850294135,7.729309947081631,7.300439566918285,0.428870380163346,0.06704030544488711,0.13920809283348412,0.24668572174482617,1.628460078804497,1.735937707715839,107.43203023091817
d25,242215.187,363143.807,3.0,1.6408953115201108,3.659115734391418,0.1600097516048495,0.2636,4.731073455273119,4.918401021999876,4.552926547086245,0.36547447491363094,0.06704030544488711,0.11000612288739141,0.2169680162165079,0.7570178884025489,0.8639797817316655,96.33907158723312
d43,242664.714,363428.693,2.0,2.089499017791864,5.033896189972621,0.2105539208996237,0.2264,6.115289979139796,6.36578741690543,5.87186130491295,0.49392611199248027,0.06704030544488711,0.14008065237955816,0.2984859046443499,1.287598282546062,1.4460035348108535,111.82487175509753
t41d,242731.987,363353.284,2.0,1.6077604567901598,4.669962501387818,0.2421012216401096,0.2145,5.681193782106445,5.896835553434342,5.464848073192878,0.43198748024146383,0.06704030544488711,0.10778475210542353,0.2769063821098614,1.375423955022165,1.5445455850266028,92.66131451179399
d44,242819.407,363279.547,2.0,1.9393930118725005,5.21221270344682,0.2306452100444374,0.2373,5.061312952750639,5.304105861068794,4.816590760299065,0.4875151007697287,0.06704030544488711,0.130017499893612,0.3090592187987807,1.1673675890878028,1.3464093079929715,115.68733341265661
t41b,242715.085,363309.565,2.0,1.9590197202073392,4.098372679765655,0.2289434719797211,0.2124,5.2011878086250345,5.4223063173761235,4.9800515474514615,0.44225476992466195,0.06704030544488711,0.1313332804152573,0.2430138466753311,1.1907779953252124,1.3024585615852862,93.9349131319982
d38,242711.571,363069.196,2.0,2.265776610145472,5.685908321968466,0.2446065519798396,0.2157,4.064051806496436,4.354897784037339,3.777046371429286,0.5778514126080534,0.06704030544488711,0.15189835601403334,0.3371470974288855,0.9940936994545315,1.1793424408693838,124.64254969955711
ceh39,241719.0,363435.0,3.0,1.6509816457821,3.388565569314948,0.1150714469495272,0.263,7.112620863913445,7.282387630875164,6.96274850063837,0.31963913023679336,0.06704030544488711,0.1106823138171344,0.20092568881702938,0.8184595744139164,0.9087029494138112,84.06509125227666
ceh36,241161.0,363306.0,3.0,1.253246996650847,3.1608885179065664,0.1413157745325816,0.2899,4.490465499998378,4.645864240807513,4.33272445864669,0.31313978216082283,0.06704030544488711,0.0840180614533602,0.1874255314654018,0.6345736101441071,0.7379810801561487,90.77922284842253
nw13,241761.0,364180.0,2.0,1.8809715768623092,5.212006857699291,0.1980303445203822,0.2067,11.18998752502563,11.456750210103637,10.933201823607538,0.523548386496099,0.06704030544488711,0.12610090904600016,0.30904701313305977,2.2159570847596046,2.398903188846664,108.21745148874366
l7,242812.0,364395.0,2.0,1.4313838289082466,6.18003851228468,0.1563247328860769,0.2124,8.535005896311757,8.785519110945225,8.30153792546404,0.48398118548118596,0.06704030544488711,0.09596040909888087,0.3664466481749692,1.3342325169220268,1.6047187559981153,102.7976037962039
wmc4,241761.0,364180.0,2.0,1.851656442215324,5.233924334890165,0.195816555216404,0.1993,11.139663159037193,11.403620274918728,10.891440075488527,0.5121801994302011,0.06704030544488711,0.12413561346510828,0.31034661442795175,2.181330466073748,2.3675414670365913,102.07751374643908
