Parameter,Well,Era,Value,Unit,Note,Source
SummerMin_Forest_WMC2_shift,WMC2,Post_felling,-0.0259,m,"p=0.8406, n_pre=7, n_post=8",10d
SummerMin_Climate_WMC2_shift,WMC2,Post_felling,0.0303,m,"p=0.2642, n_pre=7, n_post=8",10d
SummerMin_Forest_NW4B_shift,NW4B,Post_felling,-0.0675,m,"p=0.6408, n_pre=7, n_post=8",10d
SummerMin_Climate_NW4B_shift,NW4B,Post_felling,-0.0113,m,"p=0.8193, n_pre=7, n_post=8",10d
SummerMin_Forest_WMC1_shift,WMC1,Post_felling,-0.0521,m,"p=0.7048, n_pre=7, n_post=8",10d
SummerMin_Climate_WMC1_shift,WMC1,Post_felling,0.004,m,"p=0.9280, n_pre=7, n_post=8",10d
SummerMin_Forest_CEH5_shift,CEH5,Post_felling,-0.1373,m,"p=0.4594, n_pre=7, n_post=8",10d
SummerMin_Climate_CEH5_shift,CEH5,Post_felling,-0.0812,m,"p=0.2605, n_pre=7, n_post=8",10d
SummerMin_Forest_L7_shift,L7,Post_felling,-0.0679,m,"p=0.6999, n_pre=7, n_post=8",10d
SummerMin_Climate_L7_shift,L7,Post_felling,-0.0117,m,"p=0.8747, n_pre=7, n_post=8",10d
SummerMin_Forest_CEH6_shift,CEH6,Post_felling,-0.1459,m,"p=0.4298, n_pre=7, n_post=8",10d
SummerMin_Climate_CEH6_shift,CEH6,Post_felling,-0.0897,m,"p=0.1975, n_pre=7, n_post=8",10d
SummerMin_Forest_Impact_mean_shift,Impact,,-0.0073,m,"n_wells=1, n_sig=0",10d
SummerMin_Forest_Edge_mean_shift,Edge,,-0.04315,m,"n_wells=4, n_sig=0",10d
SummerMin_Forest_Forest Ctrl_mean_shift,Forest Ctrl,,-0.00112,m,"n_wells=5, n_sig=0",10d
SummerMin_Forest_Climate Ctrl_mean_shift,Climate Ctrl,,-0.02648,m,"n_wells=5, n_sig=0",10d
SummerMin_Climate_Impact_mean_shift,Impact,,-0.0186,m,"n_wells=1, n_sig=0",10d
SummerMin_Climate_Edge_mean_shift,Edge,,0.00655,m,"n_wells=4, n_sig=0",10d
SummerMin_Climate_Forest Ctrl_mean_shift,Forest Ctrl,,0.02128,m,"n_wells=5, n_sig=0",10d
SummerMin_Climate_Climate Ctrl_mean_shift,Climate Ctrl,,0.0195799999999999,m,"n_wells=5, n_sig=0",10d
MixedModel_Forest_Impact_clearfell,Impact,,-0.001,m,"p=0.9905, model=OLS (single well), N=13",10d
MixedModel_Forest_Edge_clearfell,Edge,,-0.064,m,"p=0.1229, model=Mixed-effects (random intercept), N=59",10d
MixedModel_Forest_Forest Ctrl_clearfell,Forest Ctrl,,-0.0079,m,"p=0.6182, model=Mixed-effects (random intercept), N=72",10d
MixedModel_Forest_Coastal Ctrl_clearfell,Coastal Ctrl,,-0.1757,m,"p=0.0586, model=Mixed-effects (random intercept), N=29",10d
MixedModel_Forest_Climate Ctrl_clearfell,Climate Ctrl,,-0.0459,m,"p=0.4251, model=Mixed-effects (random intercept), N=69",10d
MixedModel_Forest_Far-field Ctrl_clearfell,Far-field Ctrl,,-0.1335,m,"p=0.1009, model=Mixed-effects (random intercept), N=75",10d
MixedModel_Climate_Impact_clearfell,Impact,,-0.0275,m,"p=0.6410, model=OLS (single well), N=13",10d
MixedModel_Climate_Edge_clearfell,Edge,,0.0507,m,"p=0.2501, model=Mixed-effects (random intercept), N=59",10d
MixedModel_Climate_Forest Ctrl_clearfell,Forest Ctrl,,0.0563,m,"p=0.3031, model=Mixed-effects (random intercept), N=72",10d
MixedModel_Climate_Coastal Ctrl_clearfell,Coastal Ctrl,,-0.0386,m,"p=0.3603, model=Mixed-effects (random intercept), N=29",10d
MixedModel_Climate_Climate Ctrl_clearfell,Climate Ctrl,,0.0533,m,"p=0.0233, model=Mixed-effects (random intercept), N=69",10d
MixedModel_Climate_Far-field Ctrl_clearfell,Far-field Ctrl,,-0.0127,m,"p=0.6865, model=Mixed-effects (random intercept), N=75",10d
Clearfell_equilibration_slope_WMC3,WMC3,Post_felling,0.0010819672131147,m,"OLS Gap_forest_m 2018-2025, p=0.9604, R2=0.00, n=7 (plain OLS, no AR1; no-decay comparator to 09c scrape equilibration; flatness only, not a step)",10d
SpringMean_Forest_WMC3_shift,WMC3,Post_felling,-0.0023,m,"p=0.9723, n_pre=6, n_post=8",10d
SpringMean_Climate_WMC3_shift,WMC3,Post_felling,0.0319,m,"p=0.2881, n_pre=6, n_post=8",10d
SpringMean_Forest_CEH31_shift,CEH31,Post_felling,-0.1442,m,"p=0.2394, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH31_shift,CEH31,Post_felling,-0.0395,m,"p=0.4869, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH20_shift,CEH20,Post_felling,-0.0428,m,"p=0.3367, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH20_shift,CEH20,Post_felling,0.0619,m,"p=0.2992, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH30_shift,CEH30,Post_felling,-0.0777,m,"p=0.2281, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH30_shift,CEH30,Post_felling,0.027,m,"p=0.5500, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH16_shift,CEH16,Post_felling,-0.1646,m,"p=0.1185, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH16_shift,CEH16,Post_felling,-0.0598,m,"p=0.1882, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH32_shift,CEH32,Post_felling,-0.0208,m,"p=0.3344, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH32_shift,CEH32,Post_felling,0.0839,m,"p=0.4073, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH34_shift,CEH34,Post_felling,-0.0408,m,"p=0.0980, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH34_shift,CEH34,Post_felling,0.064,m,"p=0.4176, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH33_shift,CEH33,Post_felling,-0.0629,m,"p=0.1682, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH33_shift,CEH33,Post_felling,0.0418,m,"p=0.5102, n_pre=7, n_post=8",10d
SpringMean_Forest_NW10_shift,NW10,Post_felling,0.03,m,"p=0.4086, n_pre=6, n_post=8",10d
SpringMean_Climate_NW10_shift,NW10,Post_felling,0.0641,m,"p=0.4180, n_pre=6, n_post=8",10d
SpringMean_Forest_CEH2_shift,CEH2,Post_felling,0.0472,m,"p=0.1414, n_pre=6, n_post=8",10d
SpringMean_Climate_CEH2_shift,CEH2,Post_felling,0.0813,m,"p=0.2909, n_pre=6, n_post=8",10d
SpringMean_Forest_CEH19_shift,CEH19,Post_felling,-0.2102,m,"p=0.1767, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH19_shift,CEH19,Post_felling,-0.1054,m,"p=0.2247, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH17_shift,CEH17,Post_felling,-0.1823,m,"p=0.1804, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH17_shift,CEH17,Post_felling,-0.0776,m,"p=0.2582, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH9_shift,CEH9,Post_felling,-0.1171,m,"p=0.1993, n_pre=6, n_post=8",10d
SpringMean_Climate_CEH9_shift,CEH9,Post_felling,0.0114,m,"p=0.7752, n_pre=6, n_post=8",10d
SpringMean_Forest_NW7_shift,NW7,Post_felling,-0.0093,m,"p=0.8337, n_pre=6, n_post=8",10d
SpringMean_Climate_NW7_shift,NW7,Post_felling,0.0248,m,"p=0.3211, n_pre=6, n_post=8",10d
SpringMean_Forest_NW6_shift,NW6,Post_felling,-0.0379,m,"p=0.6078, n_pre=6, n_post=8",10d
SpringMean_Climate_NW6_shift,NW6,Post_felling,-0.0038,m,"p=0.8834, n_pre=6, n_post=8",10d
SpringMean_Forest_NW5_shift,NW5,Post_felling,-0.1128,m,"p=0.2315, n_pre=7, n_post=8",10d
SpringMean_Climate_NW5_shift,NW5,Post_felling,-0.0081,m,"p=0.7044, n_pre=7, n_post=8",10d
SpringMean_Forest_WMC2_shift,WMC2,Post_felling,-0.0379,m,"p=0.6156, n_pre=6, n_post=8",10d
SpringMean_Climate_WMC2_shift,WMC2,Post_felling,-0.0038,m,"p=0.8976, n_pre=6, n_post=8",10d
SpringMean_Forest_NW4B_shift,NW4B,Post_felling,-0.1029,m,"p=0.5412, n_pre=7, n_post=8",10d
SpringMean_Climate_NW4B_shift,NW4B,Post_felling,0.0018,m,"p=0.9867, n_pre=7, n_post=8",10d
SpringMean_Forest_WMC1_shift,WMC1,Post_felling,-0.093,m,"p=0.5212, n_pre=7, n_post=8",10d
SpringMean_Climate_WMC1_shift,WMC1,Post_felling,0.0117,m,"p=0.8779, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH5_shift,CEH5,Post_felling,-0.1426,m,"p=0.4632, n_pre=6, n_post=8",10d
SpringMean_Climate_CEH5_shift,CEH5,Post_felling,-0.0243,m,"p=0.8247, n_pre=6, n_post=8",10d
SpringMean_Forest_L7_shift,L7,Post_felling,-0.0481,m,"p=0.7152, n_pre=7, n_post=8",10d
SpringMean_Climate_L7_shift,L7,Post_felling,0.0566,m,"p=0.2427, n_pre=7, n_post=8",10d
SpringMean_Forest_CEH6_shift,CEH6,Post_felling,-0.1205,m,"p=0.5686, n_pre=7, n_post=8",10d
SpringMean_Climate_CEH6_shift,CEH6,Post_felling,-0.0158,m,"p=0.9087, n_pre=7, n_post=8",10d
SpringMean_Forest_Impact_mean_shift,Impact,,-0.0023,m,"n_wells=1, n_sig=0",10d
SpringMean_Forest_Edge_mean_shift,Edge,,-0.107325,m,"n_wells=4, n_sig=0",10d
SpringMean_Forest_Forest Ctrl_mean_shift,Forest Ctrl,,-0.00946,m,"n_wells=5, n_sig=0",10d
SpringMean_Forest_Climate Ctrl_mean_shift,Climate Ctrl,,-0.063,m,"n_wells=5, n_sig=0",10d
SpringMean_Climate_Impact_mean_shift,Impact,,0.0319,m,"n_wells=1, n_sig=0",10d
SpringMean_Climate_Edge_mean_shift,Edge,,-0.0026,m,"n_wells=4, n_sig=0",10d
SpringMean_Climate_Forest Ctrl_mean_shift,Forest Ctrl,,0.06702,m,"n_wells=5, n_sig=0",10d
SpringMean_Climate_Climate Ctrl_mean_shift,Climate Ctrl,,0.0040999999999999,m,"n_wells=5, n_sig=0",10d
MixedModelSpring_Forest_Impact_clearfell,Impact,,-0.0086,m,"p=0.9249, model=OLS (single well), N=14",10d
MixedModelSpring_Forest_Edge_clearfell,Edge,,-0.1527,m,"p=0.0014, model=Mixed-effects (random intercept), N=60",10d
MixedModelSpring_Forest_Forest Ctrl_clearfell,Forest Ctrl,,-0.0203,m,"p=0.2450, model=Mixed-effects (random intercept), N=73",10d
MixedModelSpring_Forest_Coastal Ctrl_clearfell,Coastal Ctrl,,-0.285,m,"p=0.0083, model=Mixed-effects (random intercept), N=30",10d
MixedModelSpring_Forest_Climate Ctrl_clearfell,Climate Ctrl,,-0.0923,m,"p=0.0310, model=Mixed-effects (random intercept), N=71",10d
MixedModelSpring_Forest_Far-field Ctrl_clearfell,Far-field Ctrl,,-0.15,m,"p=0.0817, model=Mixed-effects (random intercept), N=74",10d
MixedModelSpring_Climate_Impact_clearfell,Impact,,0.0259,m,"p=0.4826, model=OLS (single well), N=14",10d
MixedModelSpring_Climate_Edge_clearfell,Edge,,0.0052,m,"p=0.8616, model=Mixed-effects (random intercept), N=60",10d
MixedModelSpring_Climate_Forest Ctrl_clearfell,Forest Ctrl,,0.0947,m,"p=0.0250, model=Mixed-effects (random intercept), N=73",10d
MixedModelSpring_Climate_Coastal Ctrl_clearfell,Coastal Ctrl,,-0.1271,m,"p=0.0335, model=Mixed-effects (random intercept), N=30",10d
MixedModelSpring_Climate_Climate Ctrl_clearfell,Climate Ctrl,,0.0075,m,"p=0.6308, model=Mixed-effects (random intercept), N=71",10d
MixedModelSpring_Climate_Far-field Ctrl_clearfell,Far-field Ctrl,,0.0152,m,"p=0.7673, model=Mixed-effects (random intercept), N=74",10d
Clearfell_equilibration_slope_WMC3_spring,WMC3,Post_felling,-0.0290714285714285,m,"OLS Gap_forest_m 2018-2025, p=0.2231, R2=0.24, n=8 (plain OLS, no AR1; no-decay comparator to 09c scrape equilibration; flatness only, not a step)",10d
CoeffShift_WMC3_b1_before,WMC3,Before,2.5618,m,SE=0.2313,10e
CoeffShift_WMC3_b1_after,WMC3,After,2.515,m,SE=0.2274,10e
CoeffShift_WMC3_db1,WMC3,Delta,-0.0467,m,,10e
CoeffShift_WMC3_b2_before,WMC3,Before,1.9548,m,SE=0.3178,10e
CoeffShift_WMC3_b2_after,WMC3,After,1.6852,m,SE=0.2934,10e
CoeffShift_WMC3_db2,WMC3,Delta,-0.2696,m,,10e
CoeffShift_WMC3_b3_before,WMC3,Before,0.0352,m,SE=0.0107,10e
CoeffShift_WMC3_b3_after,WMC3,After,0.0372,m,SE=0.0104,10e
CoeffShift_WMC3_db3,WMC3,Delta,0.002,m,,10e
CoeffShift_CEH31_b1_before,CEH31,Before,2.6863,m,SE=0.1991,10e
CoeffShift_CEH31_b1_after,CEH31,After,2.1282,m,SE=0.2329,10e
CoeffShift_CEH31_db1,CEH31,Delta,-0.558,m,,10e
CoeffShift_CEH31_b2_before,CEH31,Before,1.4732,m,SE=0.2581,10e
CoeffShift_CEH31_b2_after,CEH31,After,1.2746,m,SE=0.2913,10e
CoeffShift_CEH31_db2,CEH31,Delta,-0.1986,m,,10e
CoeffShift_CEH31_b3_before,CEH31,Before,0.057,m,SE=0.0103,10e
CoeffShift_CEH31_b3_after,CEH31,After,0.0408,m,SE=0.0123,10e
CoeffShift_CEH31_db3,CEH31,Delta,-0.0163,m,,10e
CoeffShift_CEH20_b1_before,CEH20,Before,2.57,m,SE=0.2122,10e
CoeffShift_CEH20_b1_after,CEH20,After,2.4363,m,SE=0.1984,10e
CoeffShift_CEH20_db1,CEH20,Delta,-0.1336,m,,10e
CoeffShift_CEH20_b2_before,CEH20,Before,2.1594,m,SE=0.2875,10e
CoeffShift_CEH20_b2_after,CEH20,After,2.0664,m,SE=0.2667,10e
CoeffShift_CEH20_db2,CEH20,Delta,-0.093,m,,10e
CoeffShift_CEH20_b3_before,CEH20,Before,0.0309,m,SE=0.0102,10e
CoeffShift_CEH20_b3_after,CEH20,After,0.0251,m,SE=0.0095,10e
CoeffShift_CEH20_db3,CEH20,Delta,-0.0058,m,,10e
CoeffShift_CEH30_b1_before,CEH30,Before,2.5212,m,SE=0.2148,10e
CoeffShift_CEH30_b1_after,CEH30,After,2.2486,m,SE=0.1832,10e
CoeffShift_CEH30_db1,CEH30,Delta,-0.2726,m,,10e
CoeffShift_CEH30_b2_before,CEH30,Before,2.0865,m,SE=0.2898,10e
CoeffShift_CEH30_b2_after,CEH30,After,2.0524,m,SE=0.2448,10e
CoeffShift_CEH30_db2,CEH30,Delta,-0.0341,m,,10e
CoeffShift_CEH30_b3_before,CEH30,Before,0.0389,m,SE=0.0122,10e
CoeffShift_CEH30_b3_after,CEH30,After,0.026,m,SE=0.0106,10e
CoeffShift_CEH30_db3,CEH30,Delta,-0.0129,m,,10e
CoeffShift_CEH16_b1_before,CEH16,Before,2.6595,m,SE=0.2134,10e
CoeffShift_CEH16_b1_after,CEH16,After,2.4774,m,SE=0.1697,10e
CoeffShift_CEH16_db1,CEH16,Delta,-0.1822,m,,10e
CoeffShift_CEH16_b2_before,CEH16,Before,1.3165,m,SE=0.2768,10e
CoeffShift_CEH16_b2_after,CEH16,After,1.3437,m,SE=0.2156,10e
CoeffShift_CEH16_db2,CEH16,Delta,0.0272,m,,10e
CoeffShift_CEH16_b3_before,CEH16,Before,0.0463,m,SE=0.0087,10e
CoeffShift_CEH16_b3_after,CEH16,After,0.039,m,SE=0.0072,10e
CoeffShift_CEH16_db3,CEH16,Delta,-0.0074,m,,10e
CoeffShift_CEH32_b1_before,CEH32,Before,2.5104,m,SE=0.2077,10e
CoeffShift_CEH32_b1_after,CEH32,After,2.3048,m,SE=0.2111,10e
CoeffShift_CEH32_db1,CEH32,Delta,-0.2056,m,,10e
CoeffShift_CEH32_b2_before,CEH32,Before,2.3288,m,SE=0.2892,10e
CoeffShift_CEH32_b2_after,CEH32,After,2.4725,m,SE=0.2943,10e
CoeffShift_CEH32_db2,CEH32,Delta,0.1437,m,,10e
CoeffShift_CEH32_b3_before,CEH32,Before,0.0274,m,SE=0.0119,10e
CoeffShift_CEH32_b3_after,CEH32,After,0.0157,m,SE=0.0122,10e
CoeffShift_CEH32_db3,CEH32,Delta,-0.0116,m,,10e
CoeffShift_CEH34_b1_before,CEH34,Before,2.6037,m,SE=0.2464,10e
CoeffShift_CEH34_b1_after,CEH34,After,2.31,m,SE=0.1805,10e
CoeffShift_CEH34_db1,CEH34,Delta,-0.2937,m,,10e
CoeffShift_CEH34_b2_before,CEH34,Before,2.3186,m,SE=0.3342,10e
CoeffShift_CEH34_b2_after,CEH34,After,2.5714,m,SE=0.2433,10e
CoeffShift_CEH34_db2,CEH34,Delta,0.2528,m,,10e
CoeffShift_CEH34_b3_before,CEH34,Before,0.023,m,SE=0.0102,10e
CoeffShift_CEH34_b3_after,CEH34,After,0.0093,m,SE=0.0076,10e
CoeffShift_CEH34_db3,CEH34,Delta,-0.0137,m,,10e
CoeffShift_CEH33_b1_before,CEH33,Before,2.4466,m,SE=0.2044,10e
CoeffShift_CEH33_b1_after,CEH33,After,2.1899,m,SE=0.1878,10e
CoeffShift_CEH33_db1,CEH33,Delta,-0.2567,m,,10e
CoeffShift_CEH33_b2_before,CEH33,Before,2.0763,m,SE=0.2778,10e
CoeffShift_CEH33_b2_after,CEH33,After,2.1138,m,SE=0.2544,10e
CoeffShift_CEH33_db2,CEH33,Delta,0.0376,m,,10e
CoeffShift_CEH33_b3_before,CEH33,Before,0.0355,m,SE=0.0117,10e
CoeffShift_CEH33_b3_after,CEH33,After,0.0221,m,SE=0.0110,10e
CoeffShift_CEH33_db3,CEH33,Delta,-0.0134,m,,10e
CoeffShift_NW10_b1_before,NW10,Before,3.2524,m,SE=0.2588,10e
CoeffShift_NW10_b1_after,NW10,After,3.5001,m,SE=0.2244,10e
CoeffShift_NW10_db1,NW10,Delta,0.2476,m,,10e
CoeffShift_NW10_b2_before,NW10,Before,2.6666,m,SE=0.3622,10e
CoeffShift_NW10_b2_after,NW10,After,2.5967,m,SE=0.3002,10e
CoeffShift_NW10_db2,NW10,Delta,-0.0699,m,,10e
CoeffShift_NW10_b3_before,NW10,Before,0.036,m,SE=0.0113,10e
CoeffShift_NW10_b3_after,NW10,After,0.0425,m,SE=0.0096,10e
CoeffShift_NW10_db3,NW10,Delta,0.0065,m,,10e
CoeffShift_CEH2_b1_before,CEH2,Before,2.6436,m,SE=0.2491,10e
CoeffShift_CEH2_b1_after,CEH2,After,2.7023,m,SE=0.2373,10e
CoeffShift_CEH2_db1,CEH2,Delta,0.0587,m,,10e
CoeffShift_CEH2_b2_before,CEH2,Before,2.5767,m,SE=0.3451,10e
CoeffShift_CEH2_b2_after,CEH2,After,2.7706,m,SE=0.3205,10e
CoeffShift_CEH2_db2,CEH2,Delta,0.1939,m,,10e
CoeffShift_CEH2_b3_before,CEH2,Before,0.023,m,SE=0.0118,10e
CoeffShift_CEH2_b3_after,CEH2,After,0.0189,m,SE=0.0112,10e
CoeffShift_CEH2_db3,CEH2,Delta,-0.0042,m,,10e
CoeffShift_CEH19_b1_before,CEH19,Before,2.3815,m,SE=0.1717,10e
CoeffShift_CEH19_b1_after,CEH19,After,2.2083,m,SE=0.1513,10e
CoeffShift_CEH19_db1,CEH19,Delta,-0.1732,m,,10e
CoeffShift_CEH19_b2_before,CEH19,Before,0.9657,m,SE=0.2189,10e
CoeffShift_CEH19_b2_after,CEH19,After,0.756,m,SE=0.1870,10e
CoeffShift_CEH19_db2,CEH19,Delta,-0.2098,m,,10e
CoeffShift_CEH19_b3_before,CEH19,Before,0.0462,m,SE=0.0070,10e
CoeffShift_CEH19_b3_after,CEH19,After,0.0446,m,SE=0.0065,10e
CoeffShift_CEH19_db3,CEH19,Delta,-0.0016,m,,10e
CoeffShift_CEH17_b1_before,CEH17,Before,2.4396,m,SE=0.1737,10e
CoeffShift_CEH17_b1_after,CEH17,After,2.0988,m,SE=0.1701,10e
CoeffShift_CEH17_db1,CEH17,Delta,-0.3409,m,,10e
CoeffShift_CEH17_b2_before,CEH17,Before,1.2067,m,SE=0.2237,10e
CoeffShift_CEH17_b2_after,CEH17,After,1.1452,m,SE=0.2154,10e
CoeffShift_CEH17_db2,CEH17,Delta,-0.0615,m,,10e
CoeffShift_CEH17_b3_before,CEH17,Before,0.0771,m,SE=0.0117,10e
CoeffShift_CEH17_b3_after,CEH17,After,0.0594,m,SE=0.0120,10e
CoeffShift_CEH17_db3,CEH17,Delta,-0.0176,m,,10e
CoeffShift_CEH9_b1_before,CEH9,Before,3.3575,m,SE=0.2469,10e
CoeffShift_CEH9_b1_after,CEH9,After,3.0162,m,SE=0.1938,10e
CoeffShift_CEH9_db1,CEH9,Delta,-0.3413,m,,10e
CoeffShift_CEH9_b2_before,CEH9,Before,2.1085,m,SE=0.3014,10e
CoeffShift_CEH9_b2_after,CEH9,After,2.1315,m,SE=0.2488,10e
CoeffShift_CEH9_db2,CEH9,Delta,0.023,m,,10e
CoeffShift_CEH9_b3_before,CEH9,Before,0.0458,m,SE=0.0091,10e
CoeffShift_CEH9_b3_after,CEH9,After,0.0348,m,SE=0.0075,10e
CoeffShift_CEH9_db3,CEH9,Delta,-0.011,m,,10e
CoeffShift_NW7_b1_before,NW7,Before,3.2114,m,SE=0.2473,10e
CoeffShift_NW7_b1_after,NW7,After,3.231,m,SE=0.2090,10e
CoeffShift_NW7_db1,NW7,Delta,0.0196,m,,10e
CoeffShift_NW7_b2_before,NW7,Before,2.1955,m,SE=0.3393,10e
CoeffShift_NW7_b2_after,NW7,After,2.1253,m,SE=0.2791,10e
CoeffShift_NW7_db2,NW7,Delta,-0.0702,m,,10e
CoeffShift_NW7_b3_before,NW7,Before,0.054,m,SE=0.0115,10e
CoeffShift_NW7_b3_after,NW7,After,0.0504,m,SE=0.0095,10e
CoeffShift_NW7_db3,NW7,Delta,-0.0036,m,,10e
CoeffShift_NW6_b1_before,NW6,Before,3.3877,m,SE=0.2528,10e
CoeffShift_NW6_b1_after,NW6,After,3.7814,m,SE=0.2618,10e
CoeffShift_NW6_db1,NW6,Delta,0.3937,m,,10e
CoeffShift_NW6_b2_before,NW6,Before,1.6842,m,SE=0.3417,10e
CoeffShift_NW6_b2_after,NW6,After,1.3135,m,SE=0.3260,10e
CoeffShift_NW6_db2,NW6,Delta,-0.3707,m,,10e
CoeffShift_NW6_b3_before,NW6,Before,0.053,m,SE=0.0092,10e
CoeffShift_NW6_b3_after,NW6,After,0.064,m,SE=0.0088,10e
CoeffShift_NW6_db3,NW6,Delta,0.0109,m,,10e
CoeffShift_NW5_b1_before,NW5,Before,3.5891,m,SE=0.2499,10e
CoeffShift_NW5_b1_after,NW5,After,3.5425,m,SE=0.2473,10e
CoeffShift_NW5_db1,NW5,Delta,-0.0467,m,,10e
CoeffShift_NW5_b2_before,NW5,Before,2.1509,m,SE=0.3206,10e
CoeffShift_NW5_b2_after,NW5,After,1.9784,m,SE=0.3218,10e
CoeffShift_NW5_db2,NW5,Delta,-0.1726,m,,10e
CoeffShift_NW5_b3_before,NW5,Before,0.0518,m,SE=0.0091,10e
CoeffShift_NW5_b3_after,NW5,After,0.0499,m,SE=0.0093,10e
CoeffShift_NW5_db3,NW5,Delta,-0.0019,m,,10e
CoeffShift_WMC2_b1_before,WMC2,Before,3.3639,m,SE=0.2285,10e
CoeffShift_WMC2_b1_after,WMC2,After,3.2907,m,SE=0.2091,10e
CoeffShift_WMC2_db1,WMC2,Delta,-0.0732,m,,10e
CoeffShift_WMC2_b2_before,WMC2,Before,2.0669,m,SE=0.2942,10e
CoeffShift_WMC2_b2_after,WMC2,After,1.7398,m,SE=0.2608,10e
CoeffShift_WMC2_db2,WMC2,Delta,-0.3271,m,,10e
CoeffShift_WMC2_b3_before,WMC2,Before,0.048,m,SE=0.0083,10e
CoeffShift_WMC2_b3_after,WMC2,After,0.0474,m,SE=0.0077,10e
CoeffShift_WMC2_db3,WMC2,Delta,-0.0006,m,,10e
CoeffShift_NW4B_b1_before,NW4B,Before,3.534,m,SE=0.3618,10e
CoeffShift_NW4B_b1_after,NW4B,After,3.5202,m,SE=0.2932,10e
CoeffShift_NW4B_db1,NW4B,Delta,-0.0138,m,,10e
CoeffShift_NW4B_b2_before,NW4B,Before,1.3723,m,SE=0.4550,10e
CoeffShift_NW4B_b2_after,NW4B,After,1.0795,m,SE=0.3556,10e
CoeffShift_NW4B_db2,NW4B,Delta,-0.2928,m,,10e
CoeffShift_NW4B_b3_before,NW4B,Before,0.0591,m,SE=0.0122,10e
CoeffShift_NW4B_b3_after,NW4B,After,0.0611,m,SE=0.0100,10e
CoeffShift_NW4B_db3,NW4B,Delta,0.002,m,,10e
CoeffShift_WMC1_b1_before,WMC1,Before,3.4685,m,SE=0.2673,10e
CoeffShift_WMC1_b1_after,WMC1,After,3.6149,m,SE=0.2554,10e
CoeffShift_WMC1_db1,WMC1,Delta,0.1464,m,,10e
CoeffShift_WMC1_b2_before,WMC1,Before,1.7057,m,SE=0.3415,10e
CoeffShift_WMC1_b2_after,WMC1,After,1.5263,m,SE=0.3163,10e
CoeffShift_WMC1_db2,WMC1,Delta,-0.1793,m,,10e
CoeffShift_WMC1_b3_before,WMC1,Before,0.055,m,SE=0.0095,10e
CoeffShift_WMC1_b3_after,WMC1,After,0.0582,m,SE=0.0091,10e
CoeffShift_WMC1_db3,WMC1,Delta,0.0031,m,,10e
CoeffShift_CEH5_b1_before,CEH5,Before,4.301,m,SE=0.3481,10e
CoeffShift_CEH5_b1_after,CEH5,After,5.236,m,SE=0.2788,10e
CoeffShift_CEH5_db1,CEH5,Delta,0.935,m,,10e
CoeffShift_CEH5_b2_before,CEH5,Before,1.6087,m,SE=0.4214,10e
CoeffShift_CEH5_b2_after,CEH5,After,1.2144,m,SE=0.3277,10e
CoeffShift_CEH5_db2,CEH5,Delta,-0.3944,m,,10e
CoeffShift_CEH5_b3_before,CEH5,Before,0.075,m,SE=0.0114,10e
CoeffShift_CEH5_b3_after,CEH5,After,0.0985,m,SE=0.0091,10e
CoeffShift_CEH5_db3,CEH5,Delta,0.0235,m,,10e
CoeffShift_L7_b1_before,L7,Before,4.4088,m,SE=0.2556,10e
CoeffShift_L7_b1_after,L7,After,4.3171,m,SE=0.1873,10e
CoeffShift_L7_db1,L7,Delta,-0.0917,m,,10e
CoeffShift_L7_b2_before,L7,Before,2.5066,m,SE=0.3152,10e
CoeffShift_L7_b2_after,L7,After,2.5133,m,SE=0.2311,10e
CoeffShift_L7_db2,L7,Delta,0.0066,m,,10e
CoeffShift_L7_b3_before,L7,Before,0.0962,m,SE=0.0121,10e
CoeffShift_L7_b3_after,L7,After,0.0851,m,SE=0.0090,10e
CoeffShift_L7_db3,L7,Delta,-0.0112,m,,10e
CoeffShift_CEH6_b1_before,CEH6,Before,4.0191,m,SE=0.4319,10e
CoeffShift_CEH6_b1_after,CEH6,After,5.2858,m,SE=0.3040,10e
CoeffShift_CEH6_db1,CEH6,Delta,1.2667,m,,10e
CoeffShift_CEH6_b2_before,CEH6,Before,0.5245,m,SE=0.5130,10e
CoeffShift_CEH6_b2_after,CEH6,After,-0.4425,m,SE=0.3438,10e
CoeffShift_CEH6_db2,CEH6,Delta,-0.967,m,,10e
CoeffShift_CEH6_b3_before,CEH6,Before,0.0813,m,SE=0.0135,10e
CoeffShift_CEH6_b3_after,CEH6,After,0.1226,m,SE=0.0095,10e
