Date,Control,Zone,BACI_raw,BACI_corrected,CWB
2017-01-01,Climate,Impact,-0.4939999999999999,-0.5278599962653042,-119.1374561030164
2017-02-01,Climate,Impact,-0.5619999999999998,-0.5748569197154948,-54.675916660678794
2017-03-01,Climate,Impact,-0.5079999999999999,-0.5140240481797025,-32.46355521485698
2017-04-01,Climate,Impact,-0.43199999999999994,-0.45501344021620826,-80.72116038919756
2017-05-01,Climate,Impact,-0.41999999999999993,-0.4671822451917967,-150.34851880032014
2017-06-01,Climate,Impact,-0.42599999999999993,-0.4696294949880538,-137.660026285473
2017-07-01,Climate,Impact,-0.4370588235294117,-0.4958617396679317,-180.59914863310058
2017-11-01,Climate,Impact,-0.554,-0.6130703826279542,-172.8703597198613
2017-12-01,Climate,Impact,-0.6099999999999999,-0.658174303678694,-129.3307617859835
2018-01-01,Climate,Impact,-0.556,-0.5908684324364698,-75.8592394294966
2018-02-01,Climate,Impact,-0.46599999999999997,-0.4935527047888205,-45.21779136565999
2018-03-01,Climate,Impact,-0.4760000000000001,-0.48987938381113594,9.387161965610119
2018-04-01,Climate,Impact,-0.4580000000000001,-0.47284990320981335,8.44745797722923
2018-05-01,Climate,Impact,-0.42000000000000015,-0.45306251010982024,-58.295560386007466
2018-06-01,Climate,Impact,-0.3839999999999999,-0.4474875629554671,-171.49454100653168
2018-07-01,Climate,Impact,-0.413704918032787,-0.5001406542443031,-256.28609694140977
2018-11-01,Climate,Impact,-0.4019999999999999,-0.4764630356740333,-199.70702725724306
2018-12-01,Climate,Impact,-0.40800000000000014,-0.46449655425140024,-128.56165259526716
2019-01-01,Climate,Impact,-0.488,-0.5446950630545186,-126.55901322024636
2019-02-01,Climate,Impact,-0.45399999999999974,-0.5097027659159081,-120.01788696447355
2019-03-01,Climate,Impact,-0.40400000000000014,-0.44909529891436584,-77.09774100729163
2019-04-01,Climate,Impact,-0.4919999999999999,-0.5385269294330625,-79.79486549169302
2019-05-01,Climate,Impact,-0.4440000000000002,-0.5036251922690897,-127.0457209217107
2019-06-01,Climate,Impact,-0.3883790849673203,-0.4617437179502372,-176.6512736763688
